Format Version,1.23,Take Name,Take 2023-09-07 07.27.12 AM_007,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2023-09-07 08.23.15.163 A. M.,Capture Start Frame,453465,Total Frames in Take,2650,Total Exported Frames,2650,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1935,Unlabeled 1935,Unlabeled 1935,Unlabeled 1936,Unlabeled 1936,Unlabeled 1936
,ID,"CAD80","CAD80","CAD80","CAD10","CAD10","CAD10"
,,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z
2015,16.791667,-1.053370,1.084138,-0.438511,,,
2016,16.800000,-1.053448,1.084119,-0.437349,,,
2017,16.808333,-1.053266,1.084281,-0.435970,,,
2018,16.816667,-1.053550,1.084369,-0.434855,,,
2019,16.825000,-1.053815,1.084425,-0.434196,,,
2020,16.833333,-1.053886,1.084550,-0.433291,,,
2021,16.841667,-1.054080,1.084642,-0.432242,,,
2022,16.850000,-1.054274,1.084688,-0.431363,,,
2023,16.858333,-1.054399,1.084749,-0.430723,,,
2024,16.866667,-1.054539,1.084857,-0.430026,,,
2025,16.875000,-1.054681,1.084905,-0.429335,,,
2026,16.883333,-1.054913,1.084944,-0.428616,,,
2027,16.891667,-1.054910,1.085063,-0.427661,,,
2028,16.900000,-1.055197,1.085137,-0.427226,,,
2029,16.908333,-1.055387,1.085175,-0.426789,,,
2030,16.916667,-1.055614,1.085187,-0.426419,,,
2031,16.925000,-1.056119,1.085113,-0.426240,,,
2032,16.933333,-1.056476,1.085132,-0.425813,,,
2033,16.941667,-1.056811,1.085132,-0.425434,,,
2034,16.950000,-1.056838,1.085204,-0.424965,,,
2035,16.958333,-1.057351,1.085097,-0.425034,,,
2036,16.966667,-1.057727,1.085038,-0.424760,,,
2037,16.975000,-1.058061,1.084971,-0.424570,,,
2038,16.983333,-1.058159,1.084970,-0.424271,,,
2039,16.991667,-1.058457,1.084923,-0.424170,,,
2040,17.000000,-1.059166,1.084749,-0.424307,,,
2041,17.008333,-1.059364,1.084689,-0.423943,,,
2042,17.016667,-1.059856,1.084584,-0.423853,,,
2043,17.025000,-1.060480,1.084401,-0.424224,,,
2044,17.033333,-1.060581,1.084343,-0.423971,,,
2045,17.041667,-1.061211,1.084130,-0.424323,,,
2046,17.050000,-1.061712,1.083993,-0.424373,,,
2047,17.058333,-1.062160,1.083811,-0.424512,,,
2048,17.066667,-1.062578,1.083649,-0.424703,,,
2049,17.075000,-1.062778,1.083562,-0.424616,,,
2050,17.083333,-1.063148,1.083439,-0.424804,,,
2051,17.091667,-1.063877,1.083248,-0.425244,,,
2052,17.100000,-1.064427,1.083113,-0.425516,,,
2053,17.108333,-1.064865,1.082985,-0.425747,,,
2054,17.116667,-1.065283,1.082871,-0.426038,,,
2055,17.125000,-1.065459,1.082810,-0.426046,,,
2056,17.133333,-1.066159,1.082632,-0.426606,,,
2057,17.141667,-1.066514,1.082542,-0.426585,,,
2058,17.150000,-1.067266,1.082398,-0.427138,,,
2059,17.158333,-1.067799,1.082301,-0.427550,,,
2060,17.166667,-1.068089,1.082256,-0.427646,,,
2061,17.175000,-1.068586,1.082143,-0.427994,,,
2062,17.183333,-1.069278,1.082011,-0.428610,,,
2063,17.191667,-1.069586,1.081951,-0.428731,,,
2064,17.200000,-1.070400,1.081780,-0.429427,,,
2065,17.208333,-1.070752,1.081737,-0.429566,,,
2066,17.216667,-1.071478,1.081611,-0.430275,,,
2067,17.225000,-1.072007,1.081504,-0.430651,,,
2068,17.233333,-1.072552,1.081403,-0.430948,,,
2069,17.241667,-1.072806,1.081344,-0.431081,,,
2070,17.250000,-1.073461,1.081120,-0.431905,,,
2071,17.258333,-1.073981,1.081023,-0.432352,,,
2072,17.266667,-1.074643,1.080892,-0.432672,,,
2073,17.275000,-1.074959,1.080759,-0.432793,,,
2074,17.283333,-1.075739,1.080538,-0.433482,,,
2075,17.291667,-1.076343,1.080347,-0.434012,,,
2076,17.300000,-1.076818,1.080149,-0.434382,,,
2077,17.308333,-1.077069,1.080003,-0.434465,,,
2078,17.316667,-1.077635,1.079753,-0.434778,,,
2079,17.325000,-1.078593,1.079477,-0.435600,,,
2080,17.333333,-1.079059,1.079270,-0.435998,,,
2081,17.341667,-1.079348,1.079084,-0.436116,,,
2082,17.350000,-1.080114,1.078803,-0.436769,,,
2083,17.358333,-1.080438,1.078611,-0.436870,,,
2084,17.366667,-1.081214,1.078174,-0.437484,,,
2085,17.375000,-1.081521,1.078017,-0.437570,,,
2086,17.383333,-1.082255,1.077759,-0.438192,,,
2087,17.391667,-1.082590,1.077575,-0.438253,,,
2088,17.400000,-1.083391,1.077237,-0.438907,,,
2089,17.408333,-1.083941,1.076988,-0.439231,,,
2090,17.416667,-1.084480,1.076781,-0.439549,,,
2091,17.425000,-1.085053,1.076581,-0.439845,,,
2092,17.433333,-1.085339,1.076444,-0.439903,,,
2093,17.441667,-1.086128,1.076201,-0.440505,,,
2094,17.450000,-1.086608,1.076046,-0.440735,,,
2095,17.458333,-1.086941,1.075935,-0.440721,,,
2096,17.466667,-1.087469,1.075789,-0.440885,,,
2097,17.475000,-1.088028,1.075677,-0.441142,,,
2098,17.483333,-1.088876,1.075521,-0.441742,,,
2099,17.491667,-1.089368,1.075499,-0.442001,,,
2100,17.500000,-1.089605,1.075542,-0.441948,,,
2101,17.508333,-1.090396,1.075461,-0.442341,,,
2102,17.516667,-1.090768,1.075500,-0.442252,,,
2103,17.525000,-1.091307,1.075570,-0.442488,,,
2104,17.533333,-1.092036,1.075638,-0.443035,,,
2105,17.541667,-1.092523,1.075864,-0.443295,,,
2106,17.550000,-1.093065,1.075983,-0.443469,,,
2107,17.558333,-1.093260,1.076250,-0.443394,,,
2108,17.566667,-1.093695,1.076490,-0.443576,,,
2109,17.575000,-1.094397,1.076645,-0.443998,,,
2110,17.583333,-1.094671,1.076938,-0.443916,,,
2111,17.591667,-1.095505,1.077199,-0.444307,,,
2112,17.600000,-1.095962,1.077547,-0.444446,,,
2113,17.608333,-1.096144,1.077948,-0.444272,,,
2114,17.616667,-1.096626,1.078358,-0.444412,,,
2115,17.625000,-1.097320,1.078702,-0.444833,,,
2116,17.633333,-1.097821,1.079083,-0.444955,,,
2117,17.641667,-1.098260,1.079485,-0.445136,,,
2118,17.650000,-1.098691,1.079865,-0.445353,,,
2119,17.658333,-1.099059,1.080297,-0.445485,,,
2120,17.666667,-1.099234,1.080863,-0.445381,,,
2121,17.675000,-1.099672,1.081285,-0.445477,,,
2122,17.683333,-1.100358,1.081594,-0.445880,,,
2123,17.691667,-1.100721,1.082044,-0.446103,,,
2124,17.700000,-1.101034,1.082454,-0.446209,,,
2125,17.708333,-1.101460,1.082845,-0.446184,,,
2126,17.716667,-1.101648,1.083210,-0.446002,,,
2127,17.725000,-1.102255,1.083497,-0.446468,,,
2128,17.733333,-1.102605,1.083880,-0.446472,,,
2129,17.741667,-1.102734,1.084159,-0.446280,,,
2130,17.750000,-1.103068,1.084372,-0.446403,,,
2131,17.758333,-1.103623,1.084551,-0.446839,,,
2132,17.766667,-1.103911,1.084771,-0.446935,,,
2133,17.775000,-1.104282,1.084903,-0.446980,,,
2134,17.783333,-1.104619,1.085001,-0.447138,,,
2135,17.791667,-1.104584,1.085188,-0.447010,,,
2136,17.800000,-1.104818,1.085216,-0.447060,,,
2137,17.808333,-1.105049,1.085183,-0.447086,,,
2138,17.816667,-1.105261,1.085210,-0.447204,,,
2139,17.825000,-1.105457,1.085201,-0.447331,,,
2140,17.833333,-1.105823,1.085061,-0.447352,,,
2141,17.841667,-1.106197,1.084901,-0.447496,,,
2142,17.850000,-1.106624,1.084740,-0.447972,,,
2143,17.858333,-1.106767,1.084557,-0.448002,,,
2144,17.866667,-1.106994,1.084323,-0.448016,,,
2145,17.875000,-1.107178,1.084118,-0.448139,,,
2146,17.883333,-1.107320,1.083876,-0.448296,,,
2147,17.891667,-1.107479,1.083585,-0.448349,,,
2148,17.900000,-1.107372,1.083315,-0.448102,,,
2149,17.908333,-1.107782,1.082886,-0.448515,,,
2150,17.916667,-1.107888,1.082564,-0.448587,,,
2151,17.925000,-1.107784,1.082261,-0.448342,,,
2152,17.933333,-1.107935,1.081823,-0.448323,,,
2153,17.941667,-1.108044,1.081449,-0.448506,,,
2154,17.950000,-1.108129,1.081063,-0.448612,,,
2155,17.958333,-1.108232,1.080655,-0.448691,,,
2156,17.966667,-1.108555,1.080162,-0.448995,,,
2157,17.975000,-1.108382,1.079823,-0.448765,,,
2158,17.983333,-1.108444,1.079474,-0.448856,,,
2159,17.991667,-1.108425,1.079170,-0.448924,,,
2160,18.000000,-1.108445,1.078813,-0.449056,,,
2161,18.008333,-1.108491,1.078358,-0.449045,,,
2162,18.016667,-1.108561,1.077972,-0.449143,,,
2163,18.025000,-1.108576,1.077654,-0.449278,,,
2164,18.033333,-1.108588,1.077357,-0.449400,,,
2165,18.041667,-1.108531,1.077094,-0.449507,,,
2166,18.050000,-1.108488,1.076862,-0.449617,,,
2167,18.058333,-1.108441,1.076622,-0.449691,,,
2168,18.066667,-1.108412,1.076376,-0.449838,,,
2169,18.075000,-1.108356,1.076164,-0.450015,,,
2170,18.083333,-1.108244,1.076009,-0.450198,,,
2171,18.091667,-1.108132,1.075809,-0.450339,,,
2172,18.100000,-1.108233,1.075470,-0.450816,,,
2173,18.108333,-1.107933,1.075266,-0.450662,,,
2174,18.116667,-1.108090,1.075024,-0.451092,,,
2175,18.125000,-1.107977,1.074804,-0.451371,,,
2176,18.133333,-1.107822,1.074656,-0.451516,,,
2177,18.141667,-1.107695,1.074450,-0.451674,,,
2178,18.150000,-1.107596,1.074213,-0.451890,,,
2179,18.158333,-1.107245,1.074019,-0.451846,,,
2180,18.166667,-1.107083,1.073786,-0.452045,,,
2181,18.175000,-1.107130,1.073501,-0.452437,,,
2182,18.183333,-1.106987,1.073216,-0.452597,,,
2183,18.191667,-1.106769,1.072898,-0.452842,,,
2184,18.200000,-1.106554,1.072532,-0.453211,,,
2185,18.208333,-1.106261,1.072278,-0.453512,,,
2186,18.216667,-1.105847,1.071853,-0.453368,,,
2187,18.225000,-1.105953,1.071379,-0.453836,,,
2188,18.233333,-1.105791,1.070955,-0.454161,,,
2189,18.241667,-1.105537,1.070542,-0.454397,,,
2190,18.250000,-1.105357,1.070057,-0.454598,,,
2191,18.258333,-1.105164,1.069589,-0.454773,,,
2192,18.266667,-1.104961,1.069090,-0.455082,,,
2193,18.275000,-1.104652,1.068408,-0.455430,,,
2194,18.283333,-1.104364,1.067759,-0.455684,,,
2195,18.291667,-1.104192,1.067185,-0.455891,,,
2196,18.300000,-1.104018,1.066524,-0.456223,,,
2197,18.308333,-1.103549,1.065937,-0.456214,,,
2198,18.316667,-1.103544,1.065064,-0.456645,,,
2199,18.325000,-1.103326,1.064314,-0.456868,,,
2200,18.333333,-1.103003,1.063548,-0.457249,,,
2201,18.341667,-1.102830,1.062776,-0.457659,,,
2202,18.350000,-1.102569,1.061844,-0.457913,,,
2203,18.358333,-1.102293,1.060979,-0.458091,,,
2204,18.366667,-1.102091,1.060178,-0.458337,,,
2205,18.375000,-1.101945,1.059201,-0.458650,,,
2206,18.383333,-1.101570,1.058179,-0.458905,,,
2207,18.391667,-1.101072,1.057270,-0.458913,,,
2208,18.400000,-1.100808,1.056215,-0.459238,,,
2209,18.408333,-1.100650,1.055120,-0.459487,,,
2210,18.416667,-1.100351,1.053996,-0.459806,,,
2211,18.425000,-1.100103,1.052800,-0.459918,,,
2212,18.433333,-1.100173,1.051534,-0.460416,,,
2213,18.441667,-1.099682,1.050397,-0.460569,,,
2214,18.450000,-1.099480,1.049063,-0.461151,,,
2215,18.458333,-1.099071,1.047822,-0.461059,,,
2216,18.466667,-1.098905,1.046340,-0.461273,,,
2217,18.475000,-1.098685,1.045005,-0.461557,,,
2218,18.483333,-1.098658,1.043387,-0.461958,,,
2219,18.491667,-1.098393,1.041879,-0.462208,,,
2220,18.500000,-1.098115,1.040323,-0.462566,,,
2221,18.508333,-1.097526,1.038738,-0.462482,,,
2222,18.516667,-1.097627,1.036895,-0.462838,,,
2223,18.525000,-1.097456,1.035137,-0.463049,,,
2224,18.533333,-1.096839,1.033370,-0.462856,,,
2225,18.541667,-1.096879,1.031460,-0.463412,,,
2226,18.550000,-1.096706,1.029360,-0.463651,,,
2227,18.558333,-1.096273,1.027337,-0.463773,,,
2228,18.566667,-1.095719,1.025393,-0.463627,,,
2229,18.575000,-1.095659,1.023138,-0.463822,,,
2230,18.583333,-1.095307,1.020915,-0.463880,,,
2231,18.591667,-1.095124,1.018507,-0.463942,,,
2232,18.600000,-1.094815,1.016210,-0.464351,,,
2233,18.608333,-1.094547,1.013767,-0.464397,,,
2234,18.616667,-1.094325,1.011176,-0.464465,,,
2235,18.625000,-1.094368,1.008503,-0.464850,,,
2236,18.633333,-1.093917,1.005883,-0.464654,,,
2237,18.641667,-1.093720,1.003241,-0.464718,,,
2238,18.650000,-1.093348,1.000406,-0.465045,,,
2239,18.658333,-1.093103,0.997508,-0.465054,,,
2240,18.666667,-1.092964,0.994533,-0.465015,,,
2241,18.675000,-1.092668,0.991573,-0.465177,,,
2242,18.683333,-1.092438,0.988530,-0.465207,,,
2243,18.691667,-1.092156,0.985417,-0.465299,,,
2244,18.700000,-1.091934,0.982197,-0.465562,,,
2245,18.708333,-1.091908,0.978887,-0.465869,,,
2246,18.716667,-1.091685,0.975603,-0.465748,,,
2247,18.725000,-1.091291,0.972281,-0.465665,,,
2248,18.733333,-1.091406,0.968841,-0.465982,,,
2249,18.741667,-1.091058,0.965218,-0.465994,,,
2250,18.750000,-1.090867,0.961615,-0.466076,,,
2251,18.758333,-1.090643,0.958059,-0.466142,,,
2252,18.766667,-1.090486,0.954444,-0.466129,,,
2253,18.775000,-1.090262,0.950734,-0.466135,,,
2254,18.783333,-1.090011,0.946879,-0.466251,,,
2255,18.791667,-1.089278,0.943160,-0.465941,,,
2256,18.800000,-1.089484,0.939231,-0.466317,,,
2257,18.808333,-1.088931,0.935453,-0.465929,,,
2258,18.816667,-1.089161,0.931447,-0.466254,,,
2259,18.825000,-1.088812,0.927414,-0.466361,,,
2260,18.833333,-1.088269,0.923389,-0.466088,,,
2261,18.841667,-1.088358,0.919260,-0.466259,,,
2262,18.850000,-1.087840,0.915161,-0.465986,,,
2263,18.858333,-1.087671,0.911003,-0.465982,,,
2264,18.866667,-1.087578,0.906729,-0.465891,,,
2265,18.875000,-1.087558,0.902257,-0.466289,,,
2266,18.883333,-1.087100,0.898065,-0.466100,,,
2267,18.891667,-1.087233,0.893471,-0.466168,,,
2268,18.900000,-1.086895,0.888993,-0.465875,,,
2269,18.908333,-1.086892,0.884441,-0.466145,,,
2270,18.916667,-1.086576,0.879767,-0.465671,,,
2271,18.925000,-1.086344,0.875149,-0.465812,,,
2272,18.933333,-1.086468,0.870146,-0.466113,,,
2273,18.941667,-1.086425,0.865305,-0.465957,,,
2274,18.950000,-1.086021,0.860421,-0.465545,,,
2275,18.958333,-1.085823,0.855449,-0.465527,,,
2276,18.966667,-1.085727,0.850263,-0.465430,,,
2277,18.975000,-1.085593,0.845180,-0.465448,,,
2278,18.983333,-1.085390,0.839932,-0.465357,,,
2279,18.991667,-1.085324,0.834598,-0.465106,,,
2280,19.000000,-1.085202,0.829266,-0.465063,,,
2281,19.008333,-1.084904,0.823806,-0.464971,,,
2282,19.016667,-1.084803,0.818182,-0.464864,,,
2283,19.025000,-1.084642,0.812740,-0.464772,,,
2284,19.033333,-1.084556,0.807018,-0.464595,,,
2285,19.041667,-1.084454,0.801162,-0.464370,,,
2286,19.050000,-1.084228,0.795385,-0.464155,,,
2287,19.058333,-1.083935,0.789462,-0.464114,,,
2288,19.066667,-1.084105,0.783446,-0.464206,,,
2289,19.075000,-1.083628,0.777547,-0.463701,,,
2290,19.083333,-1.083467,0.771322,-0.463493,,,
2291,19.091667,-1.083625,0.764982,-0.463555,,,
2292,19.100000,-1.083010,0.758841,-0.463219,,,
2293,19.108333,-1.082707,0.752537,-0.462840,,,
2294,19.116667,-1.082682,0.746133,-0.462662,,,
2295,19.125000,-1.082695,0.739635,-0.462735,,,
2296,19.133333,-1.082169,0.733149,-0.462209,,,
2297,19.141667,-1.081845,0.726607,-0.462044,,,
2298,19.150000,-1.081553,0.720079,-0.461818,,,
2299,19.158333,-1.081530,0.713433,-0.461757,,,
2300,19.166667,-1.081041,0.706859,-0.461130,,,
2301,19.175000,-1.080886,0.700087,-0.461230,,,
2302,19.183333,-1.080371,0.693480,-0.460763,,,
2303,19.191667,-1.080218,0.686753,-0.460739,,,
2304,19.200000,-1.079666,0.680182,-0.460141,,,
2305,19.208333,-1.079303,0.673499,-0.459949,,,
2306,19.216667,-1.078935,0.666733,-0.459793,,,
2307,19.225000,-1.078886,0.659833,-0.459790,,,
2308,19.233333,-1.078460,0.653102,-0.459537,,,
2309,19.241667,-1.078066,0.646360,-0.459331,,,
2310,19.250000,-1.077625,0.639588,-0.459097,,,
2311,19.258333,-1.077260,0.632765,-0.458854,,,
2312,19.266667,-1.076864,0.625981,-0.458711,,,
2313,19.275000,-1.076498,0.619197,-0.458632,,,
2314,19.283333,-1.075957,0.612426,-0.458375,,,
2315,19.291667,-1.075485,0.605647,-0.458057,,,
2316,19.300000,-1.075051,0.598855,-0.457888,,,
2317,19.308333,-1.074542,0.592076,-0.457788,,,
2318,19.316667,-1.074014,0.585350,-0.457591,,,
2319,19.325000,-1.073595,0.578671,-0.457376,,,
2320,19.333333,-1.073053,0.571873,-0.457179,,,
2321,19.341667,-1.072493,0.565126,-0.457118,,,
2322,19.350000,-1.072024,0.558492,-0.456989,,,
2323,19.358333,-1.071535,0.551809,-0.456860,,,
2324,19.366667,-1.070937,0.545178,-0.456825,,,
2325,19.375000,-1.070140,0.538682,-0.456366,,,
2326,19.383333,-1.069823,0.531935,-0.456499,,,
2327,19.391667,-1.069116,0.525396,-0.456148,,,
2328,19.400000,-1.068431,0.518910,-0.456301,,,
2329,19.408333,-1.068010,0.512241,-0.456337,,,
2330,19.416667,-1.067524,0.505658,-0.456205,,,
2331,19.425000,-1.066884,0.499115,-0.456307,,,
2332,19.433333,-1.066355,0.492594,-0.456289,,,
2333,19.441667,-1.065480,0.486049,-0.455952,,,
2334,19.450000,-1.064919,0.479422,-0.456033,,,
2335,19.458333,-1.064304,0.472769,-0.456029,,,
2336,19.466667,-1.063654,0.466191,-0.455997,,,
2337,19.475000,-1.063292,0.459523,-0.456293,,,
2338,19.483333,-1.062729,0.452950,-0.456338,,,
2339,19.491667,-1.061947,0.446506,-0.456169,,,
2340,19.500000,-1.061173,0.439897,-0.456335,,,
2341,19.508333,-1.060755,0.433237,-0.456329,,,
2342,19.516667,-1.060143,0.426576,-0.456488,,,
2343,19.525000,-1.059526,0.420002,-0.456800,,,
2344,19.533333,-1.058967,0.413322,-0.456892,,,
2345,19.541667,-1.058436,0.406768,-0.457030,,,
2346,19.550000,-1.057821,0.400132,-0.457262,,,
2347,19.558333,-1.057336,0.393552,-0.457401,,,
2348,19.566667,-1.056668,0.386967,-0.457654,,,
2349,19.575000,-1.056103,0.380409,-0.457943,,,
2350,19.583333,-1.055593,0.373775,-0.458159,,,
2351,19.591667,-1.055363,0.367255,-0.458243,,,
2352,19.600000,-1.054645,0.360772,-0.458824,,,
2353,19.608333,-1.054178,0.354239,-0.458997,,,
2354,19.616667,-1.053543,0.347630,-0.459391,,,
2355,19.625000,-1.053079,0.341007,-0.459622,,,
2356,19.633333,-1.052720,0.334626,-0.460074,,,
2357,19.641667,-1.052212,0.328016,-0.460455,,,
2358,19.650000,-1.051854,0.321520,-0.460781,,,
2359,19.658333,-1.051443,0.315178,-0.461271,,,
2360,19.666667,-1.050868,0.308738,-0.461733,,,
2361,19.675000,-1.050454,0.302319,-0.462058,,,
2362,19.683333,-1.050093,0.295919,-0.462396,,,
2363,19.691667,-1.049718,0.289669,-0.463034,,,
2364,19.700000,-1.049376,0.283321,-0.463477,,,
2365,19.708333,-1.048972,0.277038,-0.464029,,,
2366,19.716667,-1.048541,0.270884,-0.464481,,,
2367,19.725000,-1.048411,0.264661,-0.464820,,,
2368,19.733333,-1.048259,0.258461,-0.465022,,,
2369,19.741667,-1.047759,0.252387,-0.465948,,,
2370,19.750000,-1.047443,0.246236,-0.466420,,,
2371,19.758333,-1.047114,0.240308,-0.466998,,,
2372,19.766667,-1.046970,0.234141,-0.467502,,,
2373,19.775000,-1.046670,0.228414,-0.467979,,,
2374,19.783333,-1.046341,0.222573,-0.468575,,,
2375,19.791667,-1.046202,0.216854,-0.469109,,,
2376,19.800000,-1.046045,0.210938,-0.469495,,,
2377,19.808333,-1.045945,0.205359,-0.470131,,,
2378,19.816667,-1.045596,0.199759,-0.470762,,,
2379,19.825000,-1.045590,0.194330,-0.471319,,,
2380,19.833333,-1.045513,0.188840,-0.471815,,,
2381,19.841667,-1.045216,0.183403,-0.472332,,,
2382,19.850000,-1.045166,0.178223,-0.472967,,,
2383,19.858333,-1.045252,0.172930,-0.473532,,,
2384,19.866667,-1.045156,0.167842,-0.474016,,,
2385,19.875000,-1.045336,0.162692,-0.474273,,,
2386,19.883333,-1.045051,0.157911,-0.475215,,,
2387,19.891667,-1.045148,0.153035,-0.475774,,,
2388,19.900000,-1.045252,0.148215,-0.476250,,,
2389,19.908333,-1.045125,0.143646,-0.476869,,,
2390,19.916667,-1.045292,0.138895,-0.477385,,,
2391,19.925000,-1.045525,0.134405,-0.477957,,,
2392,19.933333,-1.045597,0.130088,-0.478480,,,
2393,19.941667,-1.045610,0.125624,-0.479030,,,
2394,19.950000,-1.045997,0.121272,-0.479291,,,
2395,19.958333,-1.046233,0.117117,-0.479703,,,
2396,19.966667,-1.046185,0.113073,-0.480656,,,
2397,19.975000,-1.046311,0.108934,-0.481279,,,
2398,19.983333,-1.046536,0.105023,-0.481735,,,
2399,19.991667,-1.046941,0.101030,-0.482036,,,
2400,20.000000,-1.047251,0.097257,-0.482463,,,
2401,20.008333,-1.047243,0.093545,-0.483371,,,
2402,20.016667,-1.047494,0.089929,-0.483969,,,
2403,20.025000,-1.047775,0.086338,-0.484351,,,
2404,20.033333,-1.048103,0.082980,-0.484809,,,
2405,20.041667,-1.048425,0.079558,-0.485200,,,
2406,20.050000,-1.049011,0.076157,-0.485462,,,
2407,20.058333,-1.049031,0.072939,-0.486281,,,
2408,20.066667,-1.049414,0.069903,-0.486800,,,
2409,20.075000,-1.049837,0.066779,-0.487240,,,
2410,20.083333,-1.050301,0.063612,-0.487745,,,
2411,20.091667,-1.050654,0.060583,-0.488072,,,
2412,20.100000,-1.051072,0.058128,-0.488503,,,
2413,20.108333,-1.051434,0.055348,-0.488815,,,
2414,20.116667,-1.051755,0.052860,-0.489350,,,
2415,20.125000,-1.052170,0.050232,-0.489696,,,
2416,20.133333,-1.052591,0.047853,-0.490131,,,
2417,20.141667,-1.053058,0.045437,-0.490411,,,
2418,20.150000,-1.053632,0.043286,-0.490848,,,
2419,20.158333,-1.054348,0.040942,-0.490984,,,
2420,20.166667,-1.054841,0.038897,-0.491363,,,
2421,20.175000,-1.055378,0.036755,-0.491589,,,
2422,20.183333,-1.055794,0.034935,-0.492049,,,
2423,20.191667,-1.056248,0.033019,-0.492419,,,
2424,20.200000,-1.056352,0.031416,-0.493305,,,
2425,20.208333,-1.057114,0.029539,-0.493149,,,
2426,20.216667,-1.057307,0.027873,-0.493849,,,
2427,20.225000,-1.057580,0.026749,-0.494142,,,
2428,20.233333,-1.057953,0.027225,-0.494341,,,
2429,20.241667,-1.058505,0.027879,-0.494607,,,
2430,20.250000,-1.059200,0.028884,-0.494595,,,
2431,20.258333,-1.059487,0.029598,-0.494773,,,
2432,20.266667,-1.059932,0.030170,-0.495017,,,
2433,20.275000,-1.059967,0.031016,-0.495546,,,
2434,20.283333,-1.060340,0.031803,-0.495840,,,
2435,20.291667,-1.060666,0.032313,-0.496032,,,
2436,20.300000,-1.060823,0.032713,-0.496221,,,
2437,20.308333,-1.061058,0.032918,-0.496511,,,
2438,20.316667,-1.061226,0.033050,-0.496553,,,
2439,20.325000,-1.061474,0.033164,-0.496724,,,
2440,20.333333,-1.061732,0.033096,-0.496755,,,
2441,20.341667,-1.061875,0.032916,-0.496907,,,
2442,20.350000,-1.062018,0.032562,-0.497039,,,
2443,20.358333,-1.062237,0.032101,-0.497124,,,
2444,20.366667,-1.062488,0.031332,-0.497232,,,
2445,20.375000,-1.062642,0.030420,-0.497263,,,
2446,20.383333,-1.062791,0.029381,-0.497145,,,
2447,20.391667,-1.063074,0.028426,-0.497455,,,
2448,20.400000,-1.063463,0.027484,-0.497909,,,
2449,20.408333,-1.063596,0.026834,-0.497780,,,
2450,20.416667,-1.063739,0.026854,-0.497943,,,
2451,20.425000,-1.063730,0.027157,-0.497956,,,
2452,20.433333,-1.063959,0.027164,-0.497980,,,
2453,20.441667,-1.063950,0.027205,-0.497953,,,
2454,20.450000,-1.064133,0.027003,-0.497945,,,
2455,20.458333,-1.064181,0.026788,-0.497926,,,
2456,20.466667,-1.064209,0.026771,-0.497945,,,
2457,20.475000,-1.064326,0.026906,-0.497965,,,
2458,20.483333,-1.064263,0.027012,-0.498019,,,
2459,20.491667,-1.064405,0.026953,-0.498039,,,
2460,20.500000,-1.064497,0.026826,-0.497936,,,
2461,20.508333,-1.064471,0.026831,-0.498019,,,
2462,20.516667,-1.064572,0.026778,-0.497874,,,
2463,20.525000,-1.064533,0.026802,-0.497980,,,
2464,20.533333,-1.064620,0.026801,-0.497880,,,
2465,20.541667,-1.064629,0.026868,-0.497898,,,
2466,20.550000,-1.064706,0.026830,-0.497866,,,
2467,20.558333,-1.064652,0.026800,-0.497804,,,
2468,20.566667,-1.064700,0.026771,-0.497825,,,
2469,20.575000,-1.064756,0.026845,-0.497849,,,
2470,20.583333,-1.064733,0.026918,-0.497799,,,
2471,20.591667,-1.064789,0.026929,-0.497662,,,
2472,20.600000,-1.064701,0.026980,-0.497669,,,
2473,20.608333,-1.064792,0.026868,-0.497758,,,
2474,20.616667,-1.064785,0.026828,-0.497622,,,
2475,20.625000,-1.064811,0.026960,-0.497715,,,
2476,20.633333,-1.064788,0.026935,-0.497616,,,
2477,20.641667,-1.064685,0.026845,-0.497613,,,
2478,20.650000,-1.064773,0.026770,-0.497604,,,
2479,20.658333,-1.064702,0.026805,-0.497527,,,
2480,20.666667,-1.064650,0.026881,-0.497633,,,
2481,20.675000,-1.064669,0.026812,-0.497562,,,
2482,20.683333,-1.064592,0.026850,-0.497589,,,
2483,20.691667,-1.064626,0.026820,-0.497566,,,
2484,20.700000,-1.064559,0.026810,-0.497520,,,
2485,20.708333,-1.064530,0.026893,-0.497512,,,
2486,20.716667,-1.064521,0.026846,-0.497510,,,
2487,20.725000,-1.064388,0.026796,-0.497490,,,
2488,20.733333,-1.064449,0.026824,-0.497498,,,
2489,20.741667,-1.064333,0.026862,-0.497428,,,
2490,20.750000,-1.064342,0.026821,-0.497511,,,
2491,20.758333,-1.064236,0.026764,-0.497407,,,
2492,20.766667,-1.064198,0.026875,-0.497477,,,
2493,20.775000,-1.064159,0.026895,-0.497369,,,
2494,20.783333,-1.064053,0.026901,-0.497388,,,
2495,20.791667,-1.063949,0.026903,-0.497346,,,
2496,20.800000,-1.063894,0.026929,-0.497403,,,
2497,20.808333,-1.063903,0.026905,-0.497420,,,
2498,20.816667,-1.063830,0.026875,-0.497409,,,
2499,20.825000,-1.063694,0.026869,-0.497410,,,
2500,20.833333,-1.063714,0.026852,-0.497399,,,
2501,20.841667,-1.063431,0.027018,-0.497278,,,
