Format Version,1.23,Take Name,Take 2023-09-07 07.27.12 AM_002,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2023-09-07 08.02.27.024 A. M.,Capture Start Frame,303690,Total Frames in Take,2658,Total Exported Frames,2658,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker
,Name,Unlabeled 1887,Unlabeled 1887,Unlabeled 1887
,ID,"C9AF0","C9AF0","C9AF0"
,,Position,Position,Position
Frame,Time (Seconds),X,Y,Z
1126,9.383333,-0.860254,0.825545,-0.469436
1127,9.391667,-0.864119,0.828536,-0.462323
1128,9.400000,-0.867913,0.831366,-0.455179
1129,9.408333,-0.871941,0.834164,-0.447953
1130,9.416667,-0.875389,0.836286,-0.439585
1131,9.425000,-0.879537,0.839566,-0.433538
1132,9.433333,-0.883154,0.841480,-0.425191
1133,9.441667,-0.886904,0.844607,-0.419297
1134,9.450000,-0.890650,0.846909,-0.411887
1135,9.458333,-0.894319,0.849406,-0.404717
1136,9.466667,-0.897854,0.851803,-0.397642
1137,9.475000,-0.901404,0.853982,-0.390307
1138,9.483333,-0.904660,0.855633,-0.381953
1139,9.491667,-0.908419,0.858498,-0.376015
1140,9.500000,-0.911773,0.860555,-0.368763
1141,9.508333,-0.915055,0.862801,-0.361658
1142,9.516667,-0.918406,0.864788,-0.354456
1143,9.525000,-0.921650,0.866864,-0.347335
1144,9.533333,-0.924764,0.868944,-0.340180
1145,9.541667,-0.927938,0.870963,-0.333009
1146,9.550000,-0.931106,0.872911,-0.325717
1147,9.558333,-0.933973,0.874084,-0.317507
1148,9.566667,-0.937137,0.876826,-0.311437
1149,9.575000,-0.940296,0.878789,-0.304028
1150,9.583333,-0.943094,0.880606,-0.296893
1151,9.591667,-0.946000,0.882485,-0.289564
1152,9.600000,-0.948842,0.884493,-0.282322
1153,9.608333,-0.951648,0.886297,-0.275098
1154,9.616667,-0.954363,0.888300,-0.267741
1155,9.625000,-0.956936,0.890201,-0.260544
1156,9.633333,-0.959490,0.892087,-0.253180
1157,9.641667,-0.961964,0.894001,-0.245865
1158,9.650000,-0.964481,0.895798,-0.238484
1159,9.658333,-0.966976,0.897851,-0.231018
1160,9.666667,-0.969425,0.899659,-0.223608
1161,9.675000,-0.971627,0.901604,-0.216169
1162,9.683333,-0.973840,0.903418,-0.208655
1163,9.691667,-0.976018,0.905359,-0.201189
1164,9.700000,-0.978241,0.907094,-0.193522
1165,9.708333,-0.980335,0.909009,-0.186036
1166,9.716667,-0.982443,0.910789,-0.178472
1167,9.725000,-0.984237,0.912623,-0.170858
1168,9.733333,-0.986129,0.914367,-0.163116
1169,9.741667,-0.987840,0.916178,-0.155455
1170,9.750000,-0.989612,0.917806,-0.147704
1171,9.758333,-0.991268,0.919429,-0.140006
1172,9.766667,-0.992716,0.921036,-0.132304
1173,9.775000,-0.994152,0.922446,-0.124361
1174,9.783333,-0.995778,0.923984,-0.116511
1175,9.791667,-0.997031,0.925257,-0.108698
1176,9.800000,-0.998394,0.926462,-0.100521
1177,9.808333,-0.999720,0.927639,-0.092837
1178,9.816667,-1.000911,0.928750,-0.084679
1179,9.825000,-1.001900,0.929747,-0.076615
1180,9.833333,-1.003072,0.930599,-0.068533
1181,9.841667,-1.004279,0.931933,-0.059295
1182,9.850000,-1.004887,0.932132,-0.052419
1183,9.858333,-1.005544,0.932858,-0.044319
1184,9.866667,-1.006045,0.934164,-0.034428
1185,9.875000,-1.006927,0.933799,-0.027844
1186,9.883333,-1.007892,0.934675,-0.018397
1187,9.891667,-1.008023,0.934462,-0.011540
1188,9.900000,-1.008688,0.935110,-0.001918
1189,9.908333,-1.008972,0.935184,0.006275
1190,9.916667,-1.009033,0.934678,0.013415
1191,9.925000,-1.009330,0.935003,0.023066
1192,9.933333,-1.009594,0.934816,0.031288
1193,9.941667,-1.009419,0.934449,0.039617
1194,9.950000,-1.009629,0.934075,0.048163
1195,9.958333,-1.009368,0.933635,0.056331
1196,9.966667,-1.009243,0.933049,0.064822
1197,9.975000,-1.008397,0.932275,0.072131
1198,9.983333,-1.007985,0.931551,0.080432
1199,9.991667,-1.007988,0.930692,0.090091
1200,10.000000,-1.007331,0.929765,0.098553
1201,10.008333,-1.006934,0.928766,0.107128
1202,10.016667,-1.006141,0.927567,0.115445
1203,10.025000,-1.004712,0.926261,0.122772
1204,10.033333,-1.004445,0.924916,0.132604
1205,10.041667,-1.003483,0.923514,0.141091
1206,10.050000,-1.002545,0.921898,0.149700
1207,10.058333,-1.001482,0.920195,0.158329
1208,10.066667,-1.000385,0.916452,0.166145
1209,10.075000,-0.999007,0.916639,0.175270
1210,10.083333,-0.997722,0.914615,0.183924
1211,10.091667,-0.996282,0.912458,0.192570
1212,10.100000,-0.995034,0.910301,0.201009
1213,10.108333,-0.993404,0.908208,0.209448
1214,10.116667,-0.991827,0.905893,0.217839
1215,10.125000,-0.989953,0.903672,0.226180
1216,10.133333,-0.988277,0.901214,0.234665
1217,10.141667,-0.986219,0.898744,0.243188
1218,10.150000,-0.984517,0.896213,0.251564
1219,10.158333,-0.982503,0.893642,0.259829
1220,10.166667,-0.980416,0.890925,0.268257
1221,10.175000,-0.980435,0.887322,0.277643
1222,10.183333,-0.976049,0.885567,0.285049
1223,10.191667,-0.973710,0.882815,0.293371
1224,10.200000,-0.971378,0.880094,0.301469
1225,10.208333,-0.968950,0.877208,0.309985
1226,10.216667,-0.966519,0.874353,0.317967
1227,10.225000,-0.964034,0.871513,0.326115
1228,10.233333,-0.961334,0.868576,0.334181
1229,10.241667,-0.960619,0.864724,0.343198
1230,10.250000,-0.955759,0.862845,0.350249
1231,10.258333,-0.954866,0.858842,0.359098
1232,10.266667,-0.951738,0.855967,0.366995
1233,10.275000,-0.947051,0.853890,0.373927
1234,10.283333,-0.944184,0.850897,0.381596
1235,10.291667,-0.942694,0.846959,0.390362
1236,10.300000,-0.937861,0.844815,0.397043
1237,10.308333,-0.935524,0.840649,0.404926
1238,10.316667,-0.932934,0.837739,0.413204
1239,10.325000,-0.928111,0.835550,0.419840
1240,10.333333,-0.926392,0.831466,0.428362
1241,10.341667,-0.922540,0.828356,0.435759
1242,10.350000,-0.919158,0.825192,0.443105
1243,10.358333,-0.913956,0.822998,0.449305
1244,10.366667,-0.910196,0.819899,0.456562
1245,10.375000,-0.908508,0.815527,0.464826
1246,10.383333,-0.904606,0.812338,0.471893
1247,10.391667,-0.900663,0.809111,0.478899
1248,10.400000,-0.896851,0.805838,0.485830
1249,10.408333,-0.891241,0.803725,0.490676
1250,10.416667,-0.887329,0.800092,0.498679
1251,10.425000,-0.884986,0.795678,0.506517
1252,10.433333,-0.881373,0.792044,0.513482
1253,10.441667,-0.875226,0.789637,0.519059
1254,10.450000,-0.871033,0.786242,0.525640
1255,10.458333,-0.868828,0.781497,0.533630
1256,10.466667,-0.862383,0.779134,0.538979
1257,10.475000,-0.859602,0.774616,0.546685
1258,10.483333,-0.855342,0.771038,0.553246
1259,10.491667,-0.850887,0.767401,0.559840
1260,10.500000,-0.844288,0.765154,0.563742
1261,10.508333,-0.839753,0.761517,0.570211
1262,10.516667,-0.837249,0.756653,0.578958
1263,10.525000,-0.831831,0.752861,0.584752
1264,10.533333,-0.827211,0.749224,0.590998
1265,10.541667,-0.822579,0.745640,0.597069
1266,10.550000,-0.816087,0.743442,0.601406
1267,10.558333,-0.811309,0.739818,0.607512
1268,10.566667,-0.806508,0.736206,0.613500
1269,10.575000,-0.801465,0.732673,0.619671
1270,10.583333,-0.796363,0.729129,0.625773
1271,10.591667,-0.791390,0.725545,0.631675
1272,10.600000,-0.788347,0.720600,0.640112
1273,10.608333,-0.780999,0.718489,0.643697
1274,10.616667,-0.775791,0.714984,0.649542
1275,10.625000,-0.772400,0.709941,0.657802
1276,10.633333,-0.764914,0.707973,0.661192
1277,10.641667,-0.759424,0.704300,0.666763
1278,10.650000,-0.755215,0.699309,0.674449
1279,10.658333,-0.749568,0.695816,0.680152
1280,10.666667,-0.742651,0.693942,0.683775
1281,10.675000,-0.736730,0.690376,0.689198
1282,10.683333,-0.730923,0.686944,0.694543
1283,10.691667,-0.725361,0.683328,0.701458
1284,10.700000,-0.718787,0.679181,0.705961
1285,10.708333,-0.713519,0.676824,0.712141
1286,10.716667,-0.707741,0.673555,0.716263
1287,10.725000,-0.701445,0.670541,0.721753
1288,10.733333,-0.695850,0.667317,0.727367
1289,10.741667,-0.689719,0.664333,0.732364
1290,10.750000,-0.683662,0.661091,0.738055
1291,10.758333,-0.677393,0.657995,0.743022
1292,10.766667,-0.671042,0.654959,0.748168
1293,10.775000,-0.664715,0.651841,0.753471
1294,10.783333,-0.658620,0.648763,0.758330
1295,10.791667,-0.652164,0.645603,0.763797
1296,10.800000,-0.645760,0.642688,0.768414
1297,10.808333,-0.640770,0.637814,0.775716
1298,10.816667,-0.632471,0.636761,0.778291
1299,10.825000,-0.626234,0.633651,0.783405
1300,10.833333,-0.620360,0.629496,0.790471
1301,10.841667,-0.612866,0.627759,0.793089
1302,10.850000,-0.606800,0.623548,0.800202
1303,10.858333,-0.600319,0.620450,0.804963
1304,10.866667,-0.592119,0.618841,0.807329
1305,10.875000,-0.585156,0.615954,0.811987
1306,10.883333,-0.578211,0.613120,0.816481
1307,10.891667,-0.572153,0.609144,0.823451
1308,10.900000,-0.563948,0.607702,0.825409
1309,10.908333,-0.556804,0.604829,0.830220
1310,10.916667,-0.549745,0.602178,0.834644
1311,10.925000,-0.543504,0.598284,0.841314
1312,10.933333,-0.535089,0.596958,0.842986
1313,10.941667,-0.528638,0.593158,0.849708
1314,10.950000,-0.520194,0.591907,0.851660
1315,10.958333,-0.512845,0.589379,0.855961
1316,10.966667,-0.505168,0.587107,0.859782
1317,10.975000,-0.495367,0.584146,0.865174
1318,10.983333,-0.489980,0.582313,0.867978
1319,10.991667,-0.482076,0.580004,0.871956
1320,11.000000,-0.474513,0.577776,0.875822
1321,11.008333,-0.466628,0.575652,0.879665
1322,11.016667,-0.458826,0.573613,0.883247
1323,11.025000,-0.451647,0.570315,0.889254
1324,11.033333,-0.443374,0.569619,0.890773
1325,11.041667,-0.435543,0.566505,0.896195
1326,11.050000,-0.427221,0.565667,0.897690
1327,11.058333,-0.419062,0.563735,0.901421
1328,11.066667,-0.411023,0.561894,0.904539
1329,11.075000,-0.402688,0.560099,0.907769
1330,11.083333,-0.393200,0.557865,0.911687
1331,11.091667,-0.385712,0.556086,0.913747
1332,11.100000,-0.376675,0.554654,0.917772
1333,11.108333,-0.369795,0.553698,0.920248
1334,11.116667,-0.358910,0.551946,0.924070
1335,11.125000,-0.353087,0.551097,0.925873
1336,11.133333,-0.341901,0.549292,0.929488
1337,11.141667,-0.336172,0.548219,0.931340
1338,11.150000,-0.326354,0.546407,0.934616
1339,11.158333,-0.319045,0.545708,0.936017
1340,11.166667,-0.308200,0.544404,0.939740
1341,11.175000,-0.301881,0.543696,0.941031
1342,11.183333,-0.293525,0.542695,0.943600
1343,11.191667,-0.283295,0.541202,0.946259
1344,11.200000,-0.275650,0.539964,0.947472
1345,11.208333,-0.264956,0.539537,0.950631
1346,11.216667,-0.258655,0.538948,0.951720
1347,11.225000,-0.247655,0.537755,0.954651
1348,11.233333,-0.240789,0.536714,0.955173
1349,11.241667,-0.231086,0.536015,0.957892
1350,11.250000,-0.223338,0.535055,0.958803
1351,11.258333,-0.213794,0.534448,0.961369
1352,11.266667,-0.206502,0.534419,0.962262
1353,11.275000,-0.194906,0.533389,0.964517
1354,11.283333,-0.188568,0.532904,0.964864
1355,11.291667,-0.178370,0.531822,0.967019
1356,11.300000,-0.170427,0.530972,0.967443
1357,11.308333,-0.159779,0.530766,0.969867
1358,11.316667,-0.152958,0.529946,0.969990
1359,11.325000,-0.142940,0.529550,0.971903
1360,11.333333,-0.135185,0.528716,0.971997
1361,11.341667,-0.124350,0.528714,0.974124
1362,11.350000,-0.117487,0.527754,0.974092
1363,11.358333,-0.108678,0.527630,0.977061
1364,11.366667,-0.098162,0.527172,0.976839
1365,11.375000,-0.090223,0.526568,0.977524
1366,11.383333,-0.080685,0.526324,0.978305
1367,11.391667,-0.073714,0.525607,0.977975
1368,11.400000,-0.063200,0.525667,0.979498
1369,11.408333,-0.056422,0.524905,0.979191
1370,11.416667,-0.046739,0.524779,0.980525
1371,11.425000,-0.038208,0.524565,0.980770
1372,11.433333,-0.028609,0.524364,0.981391
1373,11.441667,-0.019950,0.524200,0.981745
1374,11.450000,-0.013251,0.523548,0.980953
1375,11.458333,-0.003863,0.523480,0.982100
1376,11.466667,0.004595,0.523337,0.982278
1377,11.475000,0.014127,0.523237,0.982502
1378,11.483333,0.021537,0.522907,0.982475
1379,11.491667,0.030111,0.522892,0.982419
1380,11.500000,0.038162,0.522393,0.982496
1381,11.508333,0.046461,0.522339,0.982480
1382,11.516667,0.054908,0.522356,0.982234
1383,11.525000,0.063045,0.522141,0.982073
1384,11.533333,0.072136,0.522103,0.981984
1385,11.541667,0.079338,0.521944,0.981661
1386,11.550000,0.087651,0.522005,0.981170
1387,11.558333,0.095577,0.522027,0.981298
1388,11.566667,0.103832,0.521976,0.980373
1389,11.575000,0.112832,0.522088,0.979878
1390,11.583333,0.119916,0.522007,0.979277
1391,11.591667,0.127973,0.522281,0.979056
1392,11.600000,0.136260,0.522539,0.977820
1393,11.608333,0.143960,0.522658,0.977099
1394,11.616667,0.151782,0.522963,0.976605
1395,11.625000,0.159498,0.523380,0.975673
1396,11.633333,0.167427,0.523676,0.974218
1397,11.641667,0.175115,0.524241,0.973525
1398,11.650000,0.183109,0.524659,0.971899
1399,11.658333,0.190835,0.525269,0.971189
1400,11.666667,0.198559,0.525945,0.969953
1401,11.675000,0.206322,0.526672,0.968603
1402,11.683333,0.214134,0.527508,0.967168
1403,11.691667,0.221790,0.528408,0.965638
1404,11.700000,0.229476,0.529299,0.964065
1405,11.708333,0.237045,0.530341,0.962363
1406,11.716667,0.244738,0.531474,0.960662
1407,11.725000,0.252325,0.532663,0.958771
1408,11.733333,0.259867,0.533943,0.956982
1409,11.741667,0.267642,0.535249,0.954990
1410,11.750000,0.275092,0.536711,0.952888
1411,11.758333,0.282629,0.538239,0.950741
1412,11.766667,0.290085,0.539874,0.948535
1413,11.775000,0.297599,0.541479,0.946304
1414,11.783333,0.305174,0.543231,0.943896
1415,11.791667,0.312648,0.545033,0.941429
1416,11.800000,0.320196,0.546950,0.938811
1417,11.808333,0.327607,0.548891,0.936253
1418,11.816667,0.335160,0.550958,0.933476
1419,11.825000,0.342558,0.552939,0.930752
1420,11.833333,0.349818,0.555083,0.927920
1421,11.841667,0.357276,0.557286,0.924877
1422,11.850000,0.364654,0.559414,0.921958
1423,11.858333,0.372029,0.561751,0.918829
1424,11.866667,0.379382,0.564117,0.915662
1425,11.875000,0.386772,0.566499,0.912414
1426,11.883333,0.394032,0.568800,0.909060
1427,11.891667,0.401417,0.571341,0.905673
1428,11.900000,0.408648,0.573865,0.902260
1429,11.908333,0.415941,0.576375,0.898645
1430,11.916667,0.423254,0.578859,0.894923
1431,11.925000,0.430439,0.581441,0.891260
1432,11.933333,0.437561,0.584000,0.887480
1433,11.941667,0.444797,0.586699,0.883577
1434,11.950000,0.451916,0.589286,0.879610
1435,11.958333,0.459028,0.591963,0.875629
1436,11.966667,0.466087,0.594703,0.871552
1437,11.975000,0.473144,0.597432,0.867418
1438,11.983333,0.480257,0.600188,0.863170
1439,11.991667,0.487343,0.602944,0.858883
1440,12.000000,0.494289,0.605809,0.854490
1441,12.008333,0.501302,0.608724,0.850049
1442,12.016667,0.508291,0.611622,0.845509
1443,12.025000,0.515210,0.614451,0.840876
1444,12.033333,0.522205,0.617392,0.836148
1445,12.041667,0.529121,0.620433,0.831383
1446,12.050000,0.535967,0.623523,0.826557
1447,12.058333,0.542744,0.626579,0.821683
1448,12.066667,0.549535,0.629596,0.816768
1449,12.075000,0.556287,0.632692,0.811723
1450,12.083333,0.562988,0.635889,0.806647
1451,12.091667,0.569596,0.639041,0.801449
1452,12.100000,0.576271,0.642276,0.796324
1453,12.108333,0.582867,0.645683,0.791030
1454,12.116667,0.589470,0.648935,0.785608
1455,12.125000,0.596026,0.652325,0.780229
1456,12.133333,0.602613,0.655781,0.774682
1457,12.141667,0.609150,0.659215,0.769090
1458,12.150000,0.615662,0.662797,0.763385
1459,12.158333,0.621936,0.666325,0.757673
1460,12.166667,0.628227,0.669795,0.751960
1461,12.175000,0.634568,0.673450,0.746240
1462,12.183333,0.640984,0.677115,0.740246
1463,12.191667,0.647269,0.680919,0.734297
1464,12.200000,0.653605,0.684533,0.728367
1465,12.208333,0.659719,0.688382,0.722314
1466,12.216667,0.665898,0.692183,0.716246
1467,12.225000,0.672074,0.695883,0.710061
1468,12.233333,0.678169,0.699865,0.703819
1469,12.241667,0.684089,0.703644,0.697634
1470,12.250000,0.690218,0.707471,0.691411
1471,12.258333,0.696043,0.711327,0.685020
1472,12.266667,0.701969,0.715244,0.678653
1473,12.275000,0.707782,0.719178,0.672266
1474,12.283333,0.713539,0.723003,0.665778
1475,12.291667,0.719393,0.726854,0.659386
1476,12.300000,0.725015,0.730682,0.652956
1477,12.308333,0.730694,0.734647,0.646373
1478,12.316667,0.736288,0.738451,0.639853
1479,12.325000,0.741780,0.742257,0.633374
1480,12.333333,0.747370,0.746061,0.626785
1481,12.341667,0.752745,0.749802,0.620155
1482,12.350000,0.758087,0.753580,0.613563
1483,12.358333,0.763347,0.757277,0.607007
1484,12.366667,0.768644,0.760944,0.600460
1485,12.375000,0.773887,0.764611,0.593758
1486,12.383333,0.779052,0.768234,0.587135
1487,12.391667,0.784122,0.771845,0.580488
1488,12.400000,0.789165,0.775453,0.573787
1489,12.408333,0.794238,0.778996,0.567206
1490,12.416667,0.799139,0.782541,0.560617
1491,12.425000,0.804027,0.786054,0.553947
1492,12.433333,0.808941,0.789591,0.547176
1493,12.441667,0.813709,0.793096,0.540442
1494,12.450000,0.818461,0.796536,0.533769
1495,12.458333,0.823152,0.799994,0.527048
1496,12.466667,0.827778,0.803478,0.520297
1497,12.475000,0.832384,0.806991,0.513623
1498,12.483333,0.836792,0.810423,0.506907
1499,12.491667,0.841271,0.813832,0.500142
1500,12.500000,0.845686,0.817220,0.493386
1501,12.508333,0.850092,0.820682,0.486535
1502,12.516667,0.854415,0.824130,0.479713
1503,12.525000,0.858676,0.827520,0.472955
1504,12.533333,0.862876,0.830912,0.466151
1505,12.541667,0.867065,0.834317,0.459289
1506,12.550000,0.871092,0.837677,0.452409
1507,12.558333,0.875213,0.841036,0.445419
1508,12.566667,0.879173,0.844398,0.438405
1509,12.575000,0.883079,0.847659,0.431415
1510,12.583333,0.886960,0.850935,0.424504
1511,12.591667,0.890860,0.854247,0.417456
1512,12.600000,0.894494,0.857495,0.410392
1513,12.608333,0.898135,0.860736,0.403312
1514,12.616667,0.901734,0.863906,0.396193
1515,12.625000,0.905319,0.867082,0.388930
1516,12.633333,0.908871,0.870248,0.381717
1517,12.641667,0.912354,0.873335,0.374538
1518,12.650000,0.915726,0.876353,0.367260
1519,12.658333,0.919076,0.879404,0.359940
1520,12.666667,0.922267,0.882294,0.352612
1521,12.675000,0.925359,0.885123,0.345191
1522,12.683333,0.928551,0.887975,0.337776
1523,12.691667,0.931571,0.890770,0.330349
1524,12.700000,0.934598,0.893445,0.322882
1525,12.708333,0.937459,0.896034,0.315507
1526,12.716667,0.940308,0.898650,0.307864
1527,12.725000,0.943021,0.901067,0.300234
1528,12.733333,0.945694,0.903433,0.292742
1529,12.741667,0.948326,0.905753,0.285178
1530,12.750000,0.950831,0.907969,0.277460
1531,12.758333,0.953215,0.910050,0.269794
1532,12.766667,0.955674,0.912151,0.262009
1533,12.775000,0.958041,0.914128,0.254214
1534,12.783333,0.960323,0.916072,0.246577
1535,12.791667,0.962529,0.917861,0.238781
1536,12.800000,0.964433,0.919618,0.230972
1537,12.808333,0.966391,0.921223,0.223073
1538,12.816667,0.968379,0.922885,0.215178
1539,12.825000,0.970182,0.924390,0.207289
1540,12.833333,0.971917,0.925754,0.199411
1541,12.841667,0.973603,0.927232,0.191341
1542,12.850000,0.975148,0.928439,0.183379
1543,12.858333,0.976644,0.929586,0.175448
1544,12.866667,0.978130,0.930807,0.167419
1545,12.875000,0.979262,0.931786,0.159270
1546,12.883333,0.980535,0.932707,0.151129
1547,12.891667,0.981841,0.933571,0.143009
1548,12.900000,0.982964,0.934338,0.134879
1549,12.908333,0.983857,0.935028,0.126765
1550,12.916667,0.984874,0.935692,0.118413
1551,12.925000,0.985707,0.936181,0.110088
1552,12.933333,0.986503,0.936600,0.101917
1553,12.941667,0.987210,0.936987,0.093639
1554,12.950000,0.987815,0.937146,0.085193
1555,12.958333,0.988374,0.937390,0.076913
1556,12.966667,0.988869,0.937355,0.068548
1557,12.975000,0.989199,0.937242,0.060211
1558,12.983333,0.989508,0.937234,0.051722
1559,12.991667,0.989702,0.937044,0.043323
1560,13.000000,0.990032,0.936783,0.034900
1561,13.008333,0.990127,0.936344,0.026433
1562,13.016667,0.990177,0.935882,0.017987
1563,13.025000,0.990136,0.935359,0.009457
1564,13.033333,0.990048,0.934685,0.000834
1565,13.041667,0.989924,0.933991,-0.007536
1566,13.050000,0.989636,0.933242,-0.016091
1567,13.058333,0.989307,0.932356,-0.024822
1568,13.066667,0.988874,0.931380,-0.033364
1569,13.075000,0.988547,0.930412,-0.041973
1570,13.083333,0.988012,0.929263,-0.050474
1571,13.091667,0.987339,0.928045,-0.059083
1572,13.100000,0.986702,0.926848,-0.067792
1573,13.108333,0.985934,0.925447,-0.076359
1574,13.116667,0.985295,0.924104,-0.084989
1575,13.125000,0.984424,0.922656,-0.093557
1576,13.133333,0.983475,0.921108,-0.102253
1577,13.141667,0.982513,0.919572,-0.110794
1578,13.150000,0.981532,0.917988,-0.119462
1579,13.158333,0.980435,0.916290,-0.128060
1580,13.166667,0.979316,0.914534,-0.136631
1581,13.175000,0.978189,0.912827,-0.145353
1582,13.183333,0.976840,0.910998,-0.153867
1583,13.191667,0.975488,0.909142,-0.162561
1584,13.200000,0.973807,0.907239,-0.170287
1585,13.208333,0.972743,0.905301,-0.179828
1586,13.216667,0.971200,0.903296,-0.188414
1587,13.225000,0.969577,0.901240,-0.196951
1588,13.233333,0.967970,0.899221,-0.205659
1589,13.241667,0.966316,0.897109,-0.214177
1590,13.250000,0.964304,0.894922,-0.221605
1591,13.258333,0.962573,0.892739,-0.230072
1592,13.266667,0.960617,0.890456,-0.238749
1593,13.275000,0.958804,0.888184,-0.247069
1594,13.283333,0.956892,0.885881,-0.255531
1595,13.291667,0.954916,0.883563,-0.263952
1596,13.300000,0.952924,0.881201,-0.272233
1597,13.308333,0.950795,0.878753,-0.280753
1598,13.316667,0.948633,0.876342,-0.289194
1599,13.325000,0.946536,0.873808,-0.297582
1600,13.333333,0.944452,0.871327,-0.305891
1601,13.341667,0.942183,0.868811,-0.314081
1602,13.350000,0.939561,0.866057,-0.322525
1603,13.358333,0.937440,0.863657,-0.330726
1604,13.366667,0.934926,0.860781,-0.338884
1605,13.375000,0.932777,0.858212,-0.346750
1606,13.383333,0.930148,0.855509,-0.354860
1607,13.391667,0.927463,0.852566,-0.363001
1608,13.400000,0.925041,0.850005,-0.370829
1609,13.408333,0.922298,0.847046,-0.378787
1610,13.416667,0.919844,0.844384,-0.386540
1611,13.425000,0.917161,0.841616,-0.394439
1612,13.433333,0.914218,0.838591,-0.402306
1613,13.441667,0.911524,0.835935,-0.409942
1614,13.450000,0.908467,0.832865,-0.417808
1615,13.458333,0.905473,0.829984,-0.425513
1616,13.466667,0.902635,0.827140,-0.433179
1617,13.475000,0.899828,0.824495,-0.440641
1618,13.483333,0.896627,0.821323,-0.448203
1619,13.491667,0.893580,0.818615,-0.455567
1620,13.500000,0.890145,0.815436,-0.463035
1621,13.508333,0.887071,0.812643,-0.470373
1622,13.516667,0.883636,0.809458,-0.477722
1623,13.525000,0.880322,0.806466,-0.484949
1624,13.533333,0.877165,0.803749,-0.492124
1625,13.541667,0.873532,0.800545,-0.499349
1626,13.550000,0.870006,0.797735,-0.506461
1627,13.558333,0.866104,0.794638,-0.513726
1628,13.566667,0.862472,0.791569,-0.520731
1629,13.575000,0.858739,0.788504,-0.527823
1630,13.583333,0.854870,0.785549,-0.534839
1631,13.591667,0.851231,0.782728,-0.541692
1632,13.600000,0.846961,0.779451,-0.548733
1633,13.608333,0.842929,0.776309,-0.555609
1634,13.616667,0.838752,0.773187,-0.562419
1635,13.625000,0.834516,0.770205,-0.569363
1636,13.633333,0.830312,0.767095,-0.576028
1637,13.641667,0.826093,0.764235,-0.582753
1638,13.650000,0.821402,0.760869,-0.589558
1639,13.658333,0.816784,0.757685,-0.596239
1640,13.666667,0.812193,0.754501,-0.602945
1641,13.675000,0.807588,0.751401,-0.609514
1642,13.683333,0.802769,0.748247,-0.616034
1643,13.691667,0.797951,0.744937,-0.622473
1644,13.700000,0.793090,0.741871,-0.629061
1645,13.708333,0.788072,0.738611,-0.635494
1646,13.716667,0.782688,0.735130,-0.641906
1647,13.725000,0.777630,0.731785,-0.648261
1648,13.733333,0.772346,0.728524,-0.654576
1649,13.741667,0.767041,0.725159,-0.660759
1650,13.750000,0.761611,0.721788,-0.666965
1651,13.758333,0.756089,0.718509,-0.673143
1652,13.766667,0.750387,0.715148,-0.679227
1653,13.775000,0.744677,0.711815,-0.685268
1654,13.783333,0.738834,0.708475,-0.691204
1655,13.791667,0.732989,0.705073,-0.697162
1656,13.800000,0.727039,0.701771,-0.703054
1657,13.808333,0.721069,0.698398,-0.708895
1658,13.816667,0.714855,0.695125,-0.714553
1659,13.825000,0.708814,0.691983,-0.720248
1660,13.833333,0.702445,0.688708,-0.726010
1661,13.841667,0.696095,0.685449,-0.731357
1662,13.850000,0.689684,0.682240,-0.736934
1663,13.858333,0.683108,0.679136,-0.742490
1664,13.866667,0.676618,0.675929,-0.747758
1665,13.875000,0.669817,0.672882,-0.753135
1666,13.883333,0.663185,0.669852,-0.758323
1667,13.891667,0.656300,0.666951,-0.763531
1668,13.900000,0.649287,0.664053,-0.768732
1669,13.908333,0.642350,0.661128,-0.773818
1670,13.916667,0.635300,0.658243,-0.778877
1671,13.925000,0.628060,0.655405,-0.783874
1672,13.933333,0.620987,0.652595,-0.788816
1673,13.941667,0.613740,0.649914,-0.793650
1674,13.950000,0.606396,0.647376,-0.798494
1675,13.958333,0.598886,0.644644,-0.803149
1676,13.966667,0.591482,0.641942,-0.807846
1677,13.975000,0.584000,0.639220,-0.812567
1678,13.983333,0.576282,0.636753,-0.817072
1679,13.991667,0.568568,0.634315,-0.821571
1680,14.000000,0.560956,0.631593,-0.826028
1681,14.008333,0.553233,0.629228,-0.830671
1682,14.016667,0.545452,0.626664,-0.835096
1683,14.025000,0.537711,0.624251,-0.839274
1684,14.033333,0.529798,0.621725,-0.843595
1685,14.041667,0.521698,0.619285,-0.847858
1686,14.050000,0.513308,0.616718,-0.851846
1687,14.058333,0.505657,0.614442,-0.856292
1688,14.066667,0.497350,0.612085,-0.860414
1689,14.075000,0.489446,0.609633,-0.864383
1690,14.083333,0.481037,0.607151,-0.868465
1691,14.091667,0.472426,0.604698,-0.872212
1692,14.100000,0.464182,0.602374,-0.876178
1693,14.108333,0.456127,0.600143,-0.880216
1694,14.116667,0.447687,0.597649,-0.883963
1695,14.125000,0.439535,0.595736,-0.887876
1696,14.133333,0.430897,0.593319,-0.891310
1697,14.141667,0.422239,0.591074,-0.894901
1698,14.150000,0.413866,0.589151,-0.898687
1699,14.158333,0.405365,0.586792,-0.902059
1700,14.166667,0.396700,0.584583,-0.905607
1701,14.175000,0.388059,0.582485,-0.908960
1702,14.183333,0.379554,0.580324,-0.912335
