Format Version,1.23,Take Name,Take 2023-09-07 07.27.12 AM_002,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2023-09-07 08.02.27.024 A. M.,Capture Start Frame,303690,Total Frames in Take,2658,Total Exported Frames,2658,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker
,Name,Unlabeled 1887,Unlabeled 1887,Unlabeled 1887
,ID,"C9AF0","C9AF0","C9AF0"
,,Position,Position,Position
Frame,Time (Seconds),X,Y,Z
537,4.475000,-0.002264,0.033521,0.020681
538,4.483333,-0.002186,0.033468,0.020762
539,4.491667,-0.002306,0.033285,0.020525
540,4.500000,-0.002259,0.033426,0.020667
541,4.508333,-0.002192,0.033225,0.020682
542,4.516667,-0.002150,0.033468,0.020843
543,4.525000,-0.002111,0.033457,0.020902
544,4.533333,-0.002061,0.033466,0.020946
545,4.541667,-0.002167,0.033482,0.021163
546,4.550000,-0.002166,0.033442,0.021161
547,4.558333,-0.002154,0.033319,0.021139
548,4.566667,-0.002082,0.033469,0.021324
549,4.575000,-0.002019,0.033555,0.021489
550,4.583333,-0.001994,0.033351,0.021572
551,4.591667,-0.001931,0.033486,0.021675
552,4.600000,-0.001882,0.033537,0.021622
553,4.608333,-0.001837,0.033426,0.021702
554,4.616667,-0.001810,0.033258,0.021605
555,4.625000,-0.001682,0.033561,0.021794
556,4.633333,-0.001566,0.033565,0.021879
557,4.641667,-0.001323,0.033564,0.021679
558,4.650000,-0.001243,0.033551,0.021807
559,4.658333,-0.001089,0.033649,0.021794
560,4.666667,-0.001109,0.033637,0.021852
561,4.675000,-0.000976,0.033778,0.021777
562,4.683333,-0.000922,0.033507,0.021670
563,4.691667,-0.000931,0.033522,0.021449
564,4.700000,-0.000564,0.033487,0.021674
565,4.708333,-0.000435,0.033456,0.021725
566,4.716667,-0.000379,0.033447,0.021713
567,4.725000,-0.000320,0.033669,0.021899
568,4.733333,-0.000367,0.033581,0.021578
569,4.741667,-0.000057,0.033645,0.021765
570,4.750000,0.000121,0.033881,0.021598
571,4.758333,0.000331,0.034068,0.021573
572,4.766667,0.000336,0.033933,0.021420
573,4.775000,0.000417,0.034320,0.021529
574,4.783333,0.000522,0.034284,0.021298
575,4.791667,0.000696,0.034636,0.021543
576,4.800000,0.000745,0.034877,0.021551
577,4.808333,0.000679,0.035516,0.021479
578,4.816667,0.000691,0.035878,0.021489
579,4.825000,0.000573,0.036265,0.021275
580,4.833333,0.000598,0.036775,0.021218
581,4.841667,0.000647,0.037293,0.021144
582,4.850000,0.000643,0.038085,0.021156
583,4.858333,0.000692,0.039293,0.020980
584,4.866667,0.000656,0.039935,0.020887
585,4.875000,0.000731,0.040856,0.020834
586,4.883333,0.000804,0.042269,0.021005
587,4.891667,0.000761,0.043492,0.020759
588,4.900000,0.000753,0.044533,0.020661
589,4.908333,0.000777,0.046270,0.020622
590,4.916667,0.000776,0.047380,0.020490
591,4.925000,0.000682,0.049256,0.020500
592,4.933333,0.000421,0.050647,0.020169
593,4.941667,0.000557,0.052539,0.020157
594,4.950000,0.000386,0.053926,0.020090
595,4.958333,0.000611,0.056283,0.019723
596,4.966667,0.000383,0.058020,0.019356
597,4.975000,0.000207,0.060013,0.019267
598,4.983333,0.000244,0.062104,0.018986
599,4.991667,0.000131,0.064278,0.018786
600,5.000000,0.000090,0.066395,0.018730
601,5.008333,-0.000061,0.068682,0.018447
602,5.016667,-0.000303,0.070805,0.018134
603,5.025000,-0.000265,0.073244,0.018035
604,5.033333,-0.000443,0.075468,0.017935
605,5.041667,-0.000730,0.078070,0.017432
606,5.050000,-0.000798,0.080408,0.017539
607,5.058333,-0.000973,0.083186,0.017179
608,5.066667,-0.001165,0.085731,0.016729
609,5.075000,-0.001334,0.088416,0.016450
610,5.083333,-0.001573,0.091244,0.016139
611,5.091667,-0.001624,0.094032,0.015939
612,5.100000,-0.001745,0.096775,0.015914
613,5.108333,-0.001977,0.099104,0.015601
614,5.116667,-0.002332,0.101995,0.015479
615,5.125000,-0.002529,0.104932,0.015224
616,5.133333,-0.002762,0.108195,0.014750
617,5.141667,-0.002701,0.111058,0.014857
618,5.150000,-0.003571,0.113915,0.013869
619,5.158333,-0.003529,0.117023,0.013855
620,5.166667,-0.003642,0.120179,0.013617
621,5.175000,-0.003766,0.123149,0.013553
622,5.183333,-0.004109,0.126181,0.012958
623,5.191667,-0.004234,0.129502,0.012737
624,5.200000,-0.004466,0.132799,0.012464
625,5.208333,-0.004849,0.135739,0.012218
626,5.216667,-0.004996,0.139029,0.011992
627,5.225000,-0.005137,0.142379,0.011806
628,5.233333,-0.005287,0.145795,0.011613
629,5.241667,-0.005416,0.149463,0.011550
630,5.250000,-0.005585,0.153090,0.011257
631,5.258333,-0.005760,0.156706,0.011136
632,5.266667,-0.005955,0.160408,0.010959
633,5.275000,-0.006006,0.164183,0.010821
634,5.283333,-0.006177,0.167970,0.010462
635,5.291667,-0.006365,0.171803,0.010241
636,5.300000,-0.006571,0.175626,0.010292
637,5.308333,-0.006676,0.179645,0.010080
638,5.316667,-0.006993,0.183835,0.009932
639,5.325000,-0.006926,0.187920,0.009876
640,5.333333,-0.007007,0.192128,0.009742
641,5.341667,-0.007304,0.196443,0.009636
642,5.350000,-0.007404,0.200747,0.009557
643,5.358333,-0.007525,0.205328,0.009574
644,5.366667,-0.007711,0.209707,0.009241
645,5.375000,-0.007782,0.214156,0.009086
646,5.383333,-0.007843,0.218757,0.009181
647,5.391667,-0.008020,0.223341,0.008957
648,5.400000,-0.008091,0.228105,0.008974
649,5.408333,-0.008298,0.232664,0.008874
650,5.416667,-0.008353,0.237241,0.008887
651,5.425000,-0.008505,0.242049,0.008879
652,5.433333,-0.008566,0.246657,0.008701
653,5.441667,-0.008592,0.251414,0.008892
654,5.450000,-0.008690,0.256069,0.008713
655,5.458333,-0.008883,0.260706,0.008797
656,5.466667,-0.008891,0.265305,0.008578
657,5.475000,-0.008915,0.269909,0.008650
658,5.483333,-0.008927,0.274554,0.008649
659,5.491667,-0.008848,0.279076,0.008685
660,5.500000,-0.008667,0.283731,0.008706
661,5.508333,-0.008526,0.288163,0.008654
662,5.516667,-0.008369,0.292700,0.008815
663,5.525000,-0.008316,0.296946,0.008812
664,5.533333,-0.008143,0.301253,0.008835
665,5.541667,-0.008010,0.305689,0.008836
666,5.550000,-0.007701,0.309769,0.008867
667,5.558333,-0.007304,0.314007,0.008849
668,5.566667,-0.006973,0.318209,0.008940
669,5.575000,-0.006596,0.322337,0.008892
670,5.583333,-0.006191,0.326328,0.009011
671,5.591667,-0.005717,0.330362,0.009120
672,5.600000,-0.005229,0.334424,0.009100
673,5.608333,-0.004699,0.338429,0.009253
674,5.616667,-0.003992,0.342376,0.009398
675,5.625000,-0.003262,0.346450,0.009188
676,5.633333,-0.002640,0.350338,0.009234
677,5.641667,-0.001769,0.354448,0.009459
678,5.650000,-0.000994,0.358297,0.009465
679,5.658333,0.000101,0.362369,0.009515
680,5.666667,0.001072,0.366370,0.009552
681,5.675000,0.002150,0.370381,0.009617
682,5.683333,0.003226,0.374473,0.009769
683,5.691667,0.004411,0.378533,0.009664
684,5.700000,0.005809,0.382648,0.009879
685,5.708333,0.007156,0.386794,0.009737
686,5.716667,0.008735,0.391078,0.009892
687,5.725000,0.010160,0.395279,0.009924
688,5.733333,0.011924,0.399576,0.009984
689,5.741667,0.013621,0.403872,0.010001
690,5.750000,0.015482,0.408233,0.010124
691,5.758333,0.017345,0.412738,0.010073
692,5.766667,0.019390,0.417190,0.010065
693,5.775000,0.021521,0.421636,0.010149
694,5.783333,0.023691,0.426290,0.010071
695,5.791667,0.026113,0.430993,0.010023
696,5.800000,0.028395,0.435552,0.010031
697,5.808333,0.030817,0.440233,0.010004
698,5.816667,0.033569,0.445073,0.009918
699,5.825000,0.036365,0.449922,0.009920
700,5.833333,0.039157,0.454761,0.009909
701,5.841667,0.041969,0.459621,0.009779
702,5.850000,0.044889,0.464427,0.009672
703,5.858333,0.048054,0.469369,0.009541
704,5.866667,0.051301,0.474313,0.009430
705,5.875000,0.054622,0.479238,0.009298
706,5.883333,0.058096,0.484258,0.009260
707,5.891667,0.061611,0.489268,0.009219
708,5.900000,0.065302,0.494254,0.009104
709,5.908333,0.068996,0.499236,0.008964
710,5.916667,0.072881,0.504322,0.008843
711,5.925000,0.076896,0.509314,0.008742
712,5.933333,0.080982,0.514309,0.008659
713,5.941667,0.085276,0.519352,0.008384
714,5.950000,0.089452,0.524365,0.008202
715,5.958333,0.093813,0.529395,0.008102
716,5.966667,0.098420,0.534443,0.007959
717,5.975000,0.103048,0.539410,0.007694
718,5.983333,0.107679,0.544352,0.007493
719,5.991667,0.112609,0.549378,0.007302
720,6.000000,0.117505,0.554381,0.006994
721,6.008333,0.122582,0.559274,0.006838
722,6.016667,0.127657,0.564194,0.006659
723,6.025000,0.133022,0.569073,0.006441
724,6.033333,0.138356,0.574009,0.006172
725,6.041667,0.143918,0.579081,0.005909
726,6.050000,0.149554,0.583952,0.005543
727,6.058333,0.155345,0.588807,0.005306
728,6.066667,0.160990,0.593699,0.005064
729,6.075000,0.166960,0.598660,0.004757
730,6.083333,0.173109,0.603622,0.004429
731,6.091667,0.179305,0.608497,0.004111
732,6.100000,0.185458,0.613354,0.003839
733,6.108333,0.191797,0.618182,0.003619
734,6.116667,0.198271,0.623187,0.003250
735,6.125000,0.204787,0.628021,0.002908
736,6.133333,0.211362,0.632889,0.002471
737,6.141667,0.218088,0.637745,0.002132
738,6.150000,0.224856,0.642538,0.001714
739,6.158333,0.231732,0.647278,0.001364
740,6.166667,0.238708,0.651981,0.000954
741,6.175000,0.245844,0.656872,0.000436
742,6.183333,0.253030,0.661686,0.000039
743,6.191667,0.260209,0.666447,-0.000448
744,6.200000,0.267567,0.671198,-0.001014
745,6.208333,0.274864,0.675973,-0.001505
746,6.216667,0.282401,0.680673,-0.002039
747,6.225000,0.289835,0.685479,-0.002494
748,6.233333,0.297530,0.690309,-0.003129
749,6.241667,0.305176,0.694975,-0.003753
750,6.250000,0.312861,0.699653,-0.004322
751,6.258333,0.320709,0.704511,-0.005045
752,6.266667,0.328617,0.709226,-0.005755
753,6.275000,0.336489,0.713966,-0.006413
754,6.283333,0.344516,0.718785,-0.007115
755,6.291667,0.352602,0.723501,-0.007829
756,6.300000,0.360587,0.728126,-0.008617
757,6.308333,0.368751,0.732854,-0.009423
758,6.316667,0.376907,0.737497,-0.010305
759,6.325000,0.385035,0.742153,-0.011080
760,6.333333,0.393319,0.746824,-0.011987
761,6.341667,0.401653,0.751331,-0.012836
762,6.350000,0.409904,0.755833,-0.013678
763,6.358333,0.418329,0.760253,-0.014527
764,6.366667,0.426794,0.764815,-0.015448
765,6.375000,0.435171,0.769185,-0.016371
766,6.383333,0.443690,0.773510,-0.017309
767,6.391667,0.452069,0.777821,-0.018273
768,6.400000,0.460478,0.781982,-0.019281
769,6.408333,0.468960,0.786230,-0.020241
770,6.416667,0.477420,0.790370,-0.021281
771,6.425000,0.486131,0.794470,-0.021937
772,6.433333,0.494603,0.798467,-0.023030
773,6.441667,0.503219,0.802399,-0.023981
774,6.450000,0.511844,0.806254,-0.025175
775,6.458333,0.520453,0.810020,-0.026182
776,6.466667,0.529042,0.813723,-0.027332
777,6.475000,0.537686,0.817364,-0.028418
778,6.483333,0.546103,0.820941,-0.029559
779,6.491667,0.554724,0.824458,-0.030856
780,6.500000,0.563286,0.827787,-0.032019
781,6.508333,0.571895,0.831104,-0.033199
782,6.516667,0.580344,0.834363,-0.034474
783,6.525000,0.588761,0.837552,-0.035699
784,6.533333,0.597257,0.840697,-0.037169
785,6.541667,0.605729,0.843700,-0.038402
786,6.550000,0.614294,0.846682,-0.039770
787,6.558333,0.622658,0.849592,-0.041200
788,6.566667,0.631115,0.852438,-0.042613
789,6.575000,0.639507,0.855244,-0.044164
790,6.583333,0.647934,0.857977,-0.045593
791,6.591667,0.656168,0.860644,-0.047219
792,6.600000,0.664473,0.863338,-0.048861
793,6.608333,0.672648,0.865895,-0.050557
794,6.616667,0.680806,0.868474,-0.052326
795,6.625000,0.689002,0.870918,-0.054032
796,6.633333,0.697106,0.873401,-0.055916
797,6.641667,0.705139,0.875822,-0.057756
798,6.650000,0.712998,0.878221,-0.059638
799,6.658333,0.720973,0.880510,-0.061708
800,6.666667,0.729041,0.882976,-0.063131
801,6.675000,0.736419,0.885025,-0.065802
802,6.683333,0.744369,0.887401,-0.067921
803,6.691667,0.751599,0.889322,-0.070280
804,6.700000,0.759418,0.891640,-0.072021
805,6.708333,0.766748,0.893687,-0.074395
806,6.716667,0.774156,0.895668,-0.076889
807,6.725000,0.781358,0.897623,-0.079449
808,6.733333,0.788692,0.899554,-0.082854
809,6.741667,0.795559,0.901251,-0.085226
810,6.750000,0.802462,0.903030,-0.087505
811,6.758333,0.809292,0.904665,-0.090329
812,6.766667,0.815902,0.906103,-0.093309
813,6.775000,0.822423,0.907706,-0.096261
814,6.783333,0.828934,0.909033,-0.099312
815,6.791667,0.835588,0.910382,-0.103212
816,6.800000,0.841649,0.911520,-0.105573
817,6.808333,0.847782,0.912562,-0.108996
818,6.816667,0.853742,0.913654,-0.112291
819,6.825000,0.859518,0.914495,-0.115713
820,6.833333,0.865288,0.915299,-0.119300
821,6.841667,0.870932,0.915987,-0.122958
822,6.850000,0.876528,0.916560,-0.126595
823,6.858333,0.881822,0.916946,-0.130312
824,6.866667,0.886920,0.917295,-0.134297
825,6.875000,0.892020,0.917531,-0.138095
826,6.883333,0.896872,0.917583,-0.142100
827,6.891667,0.901662,0.917514,-0.146131
828,6.900000,0.906293,0.917420,-0.150306
829,6.908333,0.910729,0.917096,-0.154453
830,6.916667,0.915098,0.916826,-0.158819
831,6.925000,0.919298,0.916291,-0.163139
832,6.933333,0.923268,0.915671,-0.167539
833,6.941667,0.927122,0.915040,-0.172085
834,6.950000,0.930755,0.914249,-0.176691
835,6.958333,0.934277,0.913362,-0.181374
836,6.966667,0.937670,0.912380,-0.186174
837,6.975000,0.940861,0.911385,-0.190922
838,6.983333,0.943847,0.910163,-0.195852
839,6.991667,0.946644,0.908909,-0.200743
840,7.000000,0.949349,0.907603,-0.205764
841,7.008333,0.951883,0.906063,-0.210935
842,7.016667,0.954266,0.904598,-0.216085
843,7.025000,0.956473,0.903048,-0.221334
844,7.033333,0.958366,0.901342,-0.226654
845,7.041667,0.960128,0.899621,-0.231957
846,7.050000,0.961785,0.897810,-0.237539
847,7.058333,0.963391,0.895872,-0.243196
848,7.066667,0.964683,0.893903,-0.248883
849,7.075000,0.965812,0.891836,-0.254422
850,7.083333,0.966786,0.889724,-0.260200
851,7.091667,0.967436,0.887478,-0.266008
852,7.100000,0.968039,0.885187,-0.271958
853,7.108333,0.968664,0.882899,-0.277896
854,7.116667,0.968912,0.880477,-0.283939
855,7.125000,0.969068,0.877973,-0.289927
856,7.133333,0.968930,0.875410,-0.296114
857,7.141667,0.968716,0.872821,-0.302385
858,7.150000,0.968416,0.870193,-0.308600
859,7.158333,0.967859,0.867504,-0.314896
860,7.166667,0.967149,0.864735,-0.321145
861,7.175000,0.966316,0.861896,-0.327589
862,7.183333,0.965293,0.859004,-0.334041
863,7.191667,0.964081,0.856141,-0.340571
864,7.200000,0.962793,0.853119,-0.347202
865,7.208333,0.961385,0.850161,-0.353768
866,7.216667,0.959734,0.847050,-0.360401
867,7.225000,0.957960,0.844066,-0.367210
868,7.233333,0.956012,0.840900,-0.373910
869,7.241667,0.953933,0.837717,-0.380660
870,7.250000,0.951776,0.834477,-0.387472
871,7.258333,0.949356,0.831240,-0.394297
872,7.266667,0.946916,0.827972,-0.401206
873,7.275000,0.944313,0.824740,-0.408087
874,7.283333,0.941341,0.821218,-0.414965
875,7.291667,0.938388,0.817791,-0.421794
876,7.300000,0.935543,0.814651,-0.428628
877,7.308333,0.932281,0.811284,-0.435555
878,7.316667,0.928852,0.807687,-0.442576
879,7.325000,0.925677,0.804416,-0.449559
880,7.333333,0.922239,0.801012,-0.456455
881,7.341667,0.918406,0.797403,-0.463375
882,7.350000,0.914935,0.794100,-0.470217
883,7.358333,0.911000,0.790623,-0.477124
884,7.366667,0.907028,0.787160,-0.484064
885,7.375000,0.902746,0.783490,-0.491096
886,7.383333,0.898719,0.780013,-0.497862
887,7.391667,0.894583,0.776669,-0.504669
888,7.400000,0.890148,0.773066,-0.511541
889,7.408333,0.885655,0.769479,-0.518423
890,7.416667,0.880744,0.765636,-0.525472
891,7.425000,0.876020,0.762057,-0.532465
892,7.433333,0.871274,0.758326,-0.539205
893,7.441667,0.866123,0.754555,-0.546218
894,7.450000,0.861227,0.750973,-0.553068
895,7.458333,0.855936,0.746948,-0.559984
896,7.466667,0.850789,0.743428,-0.566898
897,7.475000,0.845312,0.739291,-0.573684
898,7.483333,0.839834,0.735324,-0.580413
899,7.491667,0.834457,0.731694,-0.587258
900,7.500000,0.828776,0.727652,-0.594126
901,7.508333,0.823008,0.723438,-0.600755
902,7.516667,0.817254,0.719675,-0.607553
903,7.525000,0.811419,0.715529,-0.614293
904,7.533333,0.805231,0.711226,-0.620923
905,7.541667,0.799172,0.706921,-0.627752
906,7.550000,0.792880,0.702723,-0.634425
907,7.558333,0.786517,0.698472,-0.641177
908,7.566667,0.779839,0.694196,-0.647927
909,7.575000,0.773178,0.689856,-0.654755
910,7.583333,0.766544,0.685576,-0.661514
911,7.591667,0.759847,0.681365,-0.668052
912,7.600000,0.752869,0.676677,-0.674642
913,7.608333,0.745692,0.672189,-0.681313
914,7.616667,0.738664,0.667747,-0.687898
915,7.625000,0.731502,0.663379,-0.694421
916,7.633333,0.724183,0.658856,-0.700956
917,7.641667,0.716789,0.654508,-0.707448
918,7.650000,0.709390,0.650244,-0.713786
919,7.658333,0.701786,0.645865,-0.720239
920,7.666667,0.694203,0.641410,-0.726652
921,7.675000,0.686292,0.637150,-0.732965
922,7.683333,0.678230,0.632972,-0.739283
923,7.691667,0.670172,0.628747,-0.745593
924,7.700000,0.662096,0.624618,-0.751924
925,7.708333,0.653898,0.620555,-0.758184
926,7.716667,0.645708,0.616483,-0.764207
927,7.725000,0.637272,0.612614,-0.770272
928,7.733333,0.628817,0.608696,-0.776373
929,7.741667,0.620168,0.604968,-0.782362
930,7.750000,0.611573,0.601280,-0.788237
931,7.758333,0.602649,0.597647,-0.794218
932,7.766667,0.593702,0.594179,-0.800007
933,7.775000,0.584858,0.590771,-0.805731
934,7.783333,0.575753,0.587422,-0.811503
935,7.791667,0.566881,0.584213,-0.816941
936,7.800000,0.557737,0.580967,-0.822517
937,7.808333,0.548518,0.577925,-0.828097
938,7.816667,0.539175,0.574835,-0.833439
939,7.825000,0.529651,0.571613,-0.838725
940,7.833333,0.520146,0.568825,-0.843953
941,7.841667,0.511159,0.566143,-0.849241
942,7.850000,0.501672,0.563625,-0.854438
943,7.858333,0.492085,0.560917,-0.859598
944,7.866667,0.482401,0.558411,-0.864478
945,7.875000,0.472429,0.555603,-0.869328
946,7.883333,0.462976,0.553383,-0.874303
947,7.891667,0.453217,0.550841,-0.879153
948,7.900000,0.442858,0.548371,-0.883728
949,7.908333,0.433144,0.545929,-0.888292
950,7.916667,0.423340,0.543690,-0.892752
951,7.925000,0.413513,0.541385,-0.897115
952,7.933333,0.403455,0.539242,-0.901267
953,7.941667,0.393486,0.537120,-0.905554
954,7.950000,0.383423,0.534987,-0.909895
955,7.958333,0.373228,0.533097,-0.913807
956,7.966667,0.363326,0.530983,-0.917867
957,7.975000,0.353144,0.529097,-0.921683
958,7.983333,0.343154,0.527158,-0.925532
959,7.991667,0.333127,0.525289,-0.929335
960,8.000000,0.322837,0.523597,-0.932810
961,8.008333,0.312808,0.521792,-0.936351
962,8.016667,0.302681,0.520131,-0.939881
963,8.025000,0.292462,0.518481,-0.943122
964,8.033333,0.282203,0.516944,-0.946397
965,8.041667,0.271963,0.515380,-0.949449
966,8.050000,0.261830,0.513796,-0.952531
967,8.058333,0.251536,0.512442,-0.955366
968,8.066667,0.241417,0.511023,-0.958304
969,8.075000,0.231217,0.509945,-0.961031
970,8.083333,0.220966,0.508733,-0.963750
971,8.091667,0.210804,0.507556,-0.966356
972,8.100000,0.200622,0.506444,-0.968791
973,8.108333,0.190549,0.505615,-0.971277
974,8.116667,0.180377,0.504626,-0.973598
975,8.125000,0.170294,0.503718,-0.975787
976,8.133333,0.160167,0.503048,-0.977798
977,8.141667,0.150391,0.502638,-0.979300
978,8.150000,0.140065,0.501704,-0.981790
979,8.158333,0.129926,0.501081,-0.983666
980,8.166667,0.120047,0.501032,-0.984851
981,8.175000,0.110043,0.500459,-0.986566
982,8.183333,0.099770,0.499964,-0.988642
983,8.191667,0.089825,0.499770,-0.990153
984,8.200000,0.080109,0.499734,-0.990983
985,8.208333,0.070220,0.499749,-0.992211
986,8.216667,0.060146,0.499599,-0.993525
987,8.225000,0.050021,0.499330,-0.995243
988,8.233333,0.040236,0.499698,-0.995864
989,8.241667,0.030444,0.499795,-0.996793
990,8.250000,0.020733,0.500168,-0.997680
991,8.258333,0.010694,0.500067,-0.999074
992,8.266667,0.001272,0.500601,-0.999269
993,8.275000,-0.008335,0.501037,-0.999906
994,8.283333,-0.018131,0.501561,-1.000432
995,8.291667,-0.027992,0.501785,-1.001499
996,8.300000,-0.037300,0.502639,-1.001258
997,8.308333,-0.047104,0.502973,-1.002176
998,8.316667,-0.056269,0.503835,-1.001951
999,8.325000,-0.065666,0.504429,-1.002105
1000,8.333333,-0.075145,0.505224,-1.002819
1001,8.341667,-0.084285,0.505976,-1.002127
1002,8.350000,-0.093620,0.506916,-1.002116
1003,8.358333,-0.102665,0.507853,-1.001913
1004,8.366667,-0.112156,0.508574,-1.001717
1005,8.375000,-0.120858,0.509595,-1.001604
1006,8.383333,-0.130133,0.510297,-1.001263
1007,8.391667,-0.138904,0.511396,-1.000789
1008,8.400000,-0.147784,0.512233,-1.000456
1009,8.408333,-0.156802,0.513188,-0.999895
1010,8.416667,-0.165465,0.514350,-0.999120
1011,8.425000,-0.174138,0.515172,-0.998616
1012,8.433333,-0.182897,0.516185,-0.997882
1013,8.441667,-0.191421,0.517178,-0.997054
1014,8.450000,-0.199827,0.518026,-0.996252
1015,8.458333,-0.208358,0.519124,-0.995157
1016,8.466667,-0.216896,0.520032,-0.994153
1017,8.475000,-0.225152,0.521151,-0.993071
1018,8.483333,-0.233425,0.521921,-0.992127
1019,8.491667,-0.241686,0.523152,-0.990879
1020,8.500000,-0.249797,0.524249,-0.989615
1021,8.508333,-0.257803,0.525192,-0.988312
1022,8.516667,-0.265652,0.526495,-0.986947
1023,8.525000,-0.273556,0.527530,-0.985404
1024,8.533333,-0.281374,0.528717,-0.983865
1025,8.541667,-0.289138,0.529862,-0.982305
1026,8.550000,-0.296960,0.531192,-0.980507
1027,8.558333,-0.304374,0.532367,-0.978874
1028,8.566667,-0.311791,0.533434,-0.977126
1029,8.575000,-0.319492,0.534862,-0.975046
1030,8.583333,-0.326995,0.536330,-0.973045
1031,8.591667,-0.334502,0.537630,-0.970864
1032,8.600000,-0.341821,0.539215,-0.968771
1033,8.608333,-0.348993,0.540634,-0.966673
1034,8.616667,-0.355991,0.542028,-0.964576
1035,8.625000,-0.363265,0.543866,-0.961950
1036,8.633333,-0.370451,0.545681,-0.959600
1037,8.641667,-0.377456,0.547373,-0.957056
1038,8.650000,-0.384422,0.549114,-0.954499
1039,8.658333,-0.391170,0.551115,-0.951781
1040,8.666667,-0.398054,0.552971,-0.949250
1041,8.675000,-0.404867,0.555044,-0.946280
1042,8.683333,-0.411514,0.557120,-0.943293
1043,8.691667,-0.418337,0.559278,-0.940300
1044,8.700000,-0.425155,0.561647,-0.937188
1045,8.708333,-0.431582,0.563586,-0.934197
1046,8.716667,-0.438128,0.565840,-0.931112
1047,8.725000,-0.444779,0.568309,-0.927715
1048,8.733333,-0.451292,0.570906,-0.924293
1049,8.741667,-0.458048,0.573590,-0.920658
1050,8.750000,-0.464240,0.575896,-0.917380
1051,8.758333,-0.470627,0.578532,-0.913856
1052,8.766667,-0.476743,0.581045,-0.910332
1053,8.775000,-0.483256,0.583952,-0.906440
1054,8.783333,-0.489464,0.586814,-0.902498
1055,8.791667,-0.495848,0.589756,-0.898520
1056,8.800000,-0.501869,0.592667,-0.894669
1057,8.808333,-0.508048,0.595475,-0.890574
1058,8.816667,-0.514226,0.598468,-0.886367
1059,8.825000,-0.520394,0.601309,-0.882148
1060,8.833333,-0.526413,0.604318,-0.878017
1061,8.841667,-0.532638,0.607558,-0.873553
1062,8.850000,-0.538077,0.611086,-0.871635
1063,8.858333,-0.544070,0.614331,-0.867086
1064,8.866667,-0.551957,0.617183,-0.861868
1065,8.875000,-0.556632,0.620347,-0.855383
1066,8.883333,-0.561848,0.623958,-0.853116
1067,8.891667,-0.569840,0.626770,-0.847458
1068,8.900000,-0.573533,0.630496,-0.843429
1069,8.908333,-0.580037,0.633317,-0.835796
1070,8.916667,-0.585307,0.636967,-0.833591
1071,8.925000,-0.593243,0.639900,-0.827499
1072,8.933333,-0.597352,0.643355,-0.820504
1073,8.941667,-0.602489,0.647025,-0.817808
1074,8.950000,-0.610317,0.649817,-0.811723
1075,8.958333,-0.613924,0.653607,-0.807113
1076,8.966667,-0.619554,0.656793,-0.801783
1077,8.975000,-0.625070,0.660156,-0.796181
1078,8.983333,-0.630658,0.663343,-0.790717
1079,8.991667,-0.636167,0.666696,-0.785031
1080,9.000000,-0.641320,0.668435,-0.777102
1081,9.008333,-0.647349,0.672468,-0.771333
1082,9.016667,-0.652852,0.675737,-0.765350
1083,9.025000,-0.657796,0.678256,-0.759513
1084,9.033333,-0.665740,0.682950,-0.755107
1085,9.041667,-0.668564,0.686255,-0.750290
1086,9.050000,-0.674182,0.689491,-0.743962
1087,9.058333,-0.679326,0.692683,-0.738069
1088,9.066667,-0.686789,0.695302,-0.730851
1089,9.075000,-0.689715,0.698940,-0.725672
1090,9.083333,-0.694961,0.702225,-0.719436
1091,9.091667,-0.700016,0.704822,-0.711749
1092,9.100000,-0.705330,0.708521,-0.706622
1093,9.108333,-0.710332,0.711671,-0.700191
1094,9.116667,-0.715390,0.714913,-0.693813
1095,9.125000,-0.720840,0.718883,-0.685343
1096,9.133333,-0.725390,0.721015,-0.679288
1097,9.141667,-0.730503,0.724825,-0.674000
1098,9.150000,-0.735112,0.727844,-0.666963
1099,9.158333,-0.739883,0.731202,-0.660193
1100,9.166667,-0.744589,0.734621,-0.653489
1101,9.175000,-0.749891,0.738387,-0.647207
1102,9.183333,-0.754752,0.741897,-0.640303
1103,9.191667,-0.759547,0.745345,-0.633414
1104,9.200000,-0.764341,0.748824,-0.626554
1105,9.208333,-0.769118,0.752478,-0.619564
1106,9.216667,-0.773854,0.756083,-0.612523
1107,9.225000,-0.778234,0.759080,-0.604274
1108,9.233333,-0.783240,0.763434,-0.596525
1109,9.241667,-0.787832,0.766944,-0.589536
1110,9.250000,-0.792111,0.770591,-0.584265
1111,9.258333,-0.796699,0.774293,-0.577160
1112,9.266667,-0.800987,0.777236,-0.568925
1113,9.275000,-0.805375,0.780999,-0.561762
1114,9.283333,-0.809945,0.785286,-0.555699
1115,9.291667,-0.814339,0.788827,-0.548611
1116,9.300000,-0.818761,0.792538,-0.541406
1117,9.308333,-0.823143,0.796635,-0.532387
1118,9.316667,-0.827383,0.799490,-0.527012
1119,9.325000,-0.831701,0.802992,-0.519764
1120,9.333333,-0.835594,0.805732,-0.511411
1121,9.341667,-0.840021,0.809799,-0.505436
1122,9.350000,-0.843924,0.812240,-0.497036
1123,9.358333,-0.848060,0.815597,-0.489901
1124,9.366667,-0.852374,0.819449,-0.483974
1125,9.375000,-0.856231,0.822512,-0.476693
