Format Version,1.23,Take Name,Take 2023-09-07 07.27.12 AM_006,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2023-09-07 08.17.27.226 A. M.,Capture Start Frame,411713,Total Frames in Take,5504,Total Exported Frames,5504,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1916,Unlabeled 1916,Unlabeled 1916,Unlabeled 1917,Unlabeled 1917,Unlabeled 1917,Unlabeled 1918,Unlabeled 1918,Unlabeled 1918,Unlabeled 1919,Unlabeled 1919,Unlabeled 1919,Unlabeled 1920,Unlabeled 1920,Unlabeled 1920,Unlabeled 1921,Unlabeled 1921,Unlabeled 1921,Unlabeled 1922,Unlabeled 1922,Unlabeled 1922,Unlabeled 1923,Unlabeled 1923,Unlabeled 1923
,ID,"CA740","CA740","CA740","CA6F0","CA6F0","CA6F0","CA750","CA750","CA750","CA760","CA760","CA760","CA6B0","CA6B0","CA6B0","CA770","CA770","CA770","CA780","CA780","CA780","CA7A0","CA7A0","CA7A0"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1398,11.650000,0.868079,1.021853,-0.133080,,,,,,,,,,,,,,,,,,,,,
1399,11.658333,0.869979,1.022967,-0.136602,,,,,,,,,,,,,,,,,,,,,
1400,11.666667,0.871087,1.024452,-0.140389,,,,,,,,,,,,,,,,,,,,,
1401,11.675000,0.872584,1.025786,-0.143911,,,,,,,,,,,,,,,,,,,,,
1402,11.683333,0.873868,1.026897,-0.148023,,,,,,,,,,,,,,,,,,,,,
1403,11.691667,0.875382,1.028138,-0.151601,,,,,,,,,,,,,,,,,,,,,
1404,11.700000,0.876195,1.029172,-0.155540,,,,,,,,,,,,,,,,,,,,,
1405,11.708333,0.877365,1.030184,-0.159697,,,,,,,,,,,,,,,,,,,,,
1406,11.716667,0.878193,1.031193,-0.163596,,,,,,,,,,,,,,,,,,,,,
1407,11.725000,0.879143,1.032159,-0.167173,,,,,,,,,,,,,,,,,,,,,
1408,11.733333,0.879976,1.033108,-0.170966,,,,,,,,,,,,,,,,,,,,,
1409,11.741667,0.880445,1.033745,-0.175179,,,,,,,,,,,,,,,,,,,,,
1410,11.750000,0.880842,1.034459,-0.178928,,,,,,,,,,,,,,,,,,,,,
1411,11.758333,0.881043,1.035030,-0.183052,,,,,,,,,,,,,,,,,,,,,
1412,11.766667,0.881694,1.035714,-0.187239,,,,,,,,,,,,,,,,,,,,,
1413,11.775000,0.881868,1.036208,-0.191273,,,,,,,,,,,,,,,,,,,,,
1414,11.783333,0.882013,1.036712,-0.195016,,,,,,,,,,,,,,,,,,,,,
1415,11.791667,0.882012,1.037013,-0.199167,,,,,,,,,,,,,,,,,,,,,
1416,11.800000,0.881978,1.037370,-0.203299,,,,,,,,,,,,,,,,,,,,,
1417,11.808333,0.881844,1.037587,-0.207476,,,,,,,,,,,,,,,,,,,,,
1418,11.816667,0.881546,1.037641,-0.211581,,,,,,,,,,,,,,,,,,,,,
1419,11.825000,0.881492,1.037995,-0.215720,,,,,,,,,,,,,,,,,,,,,
1420,11.833333,0.880984,1.037928,-0.219840,,,,,,,,,,,,,,,,,,,,,
1421,11.841667,0.880530,1.037955,-0.224048,,,,,,,,,,,,,,,,,,,,,
1422,11.850000,0.880025,1.037872,-0.228050,,,,,,,,,,,,,,,,,,,,,
1423,11.858333,0.879317,1.037683,-0.232223,,,,,,,,,,,,,,,,,,,,,
1424,11.866667,0.878665,1.037488,-0.236207,,,,,,,,,,,,,,,,,,,,,
1425,11.875000,0.877730,1.037258,-0.240069,,,,,,,,,,,,,,,,,,,,,
1426,11.883333,0.876871,1.036917,-0.244419,,,,,,,,,,,,,,,,,,,,,
1427,11.891667,0.875962,1.036603,-0.248136,,,,,,,,,,,,,,,,,,,,,
1428,11.900000,0.874655,1.036091,-0.252274,,,,,,,,,,,,,,,,,,,,,
1429,11.908333,0.873619,1.035530,-0.256396,,,,,,,,,,,,,,,,,,,,,
1430,11.916667,0.872442,1.035072,-0.260785,,,,,,,,,,,,,,,,,,,,,
1431,11.925000,0.871131,1.034354,-0.264925,,,,,,,,,,,,,,,,,,,,,
1432,11.933333,0.869325,1.033545,-0.269297,,,,,,,,,,,,,,,,,,,,,
1433,11.941667,0.868441,1.033047,-0.273654,,,,,,,,,,,,,,,,,,,,,
1434,11.950000,0.866859,1.032118,-0.278083,,,,,,,,,,,,,,,,,,,,,
1435,11.958333,0.864875,1.031155,-0.282523,,,,,,,,,,,,,,,,,,,,,
1436,11.966667,0.863245,1.030321,-0.286086,,,,,,,,,,,,,,,,,,,,,
1437,11.975000,0.861718,1.029472,-0.290079,,,,,,,,,,,,,,,,,,,,,
1438,11.983333,0.859735,1.028394,-0.294378,,,,,,,,,,,,,,,,,,,,,
1439,11.991667,0.857829,1.027394,-0.298652,,,,,,,,,,,,,,,,,,,,,
1440,12.000000,0.855792,1.026298,-0.302905,,,,,,,,,,,,,,,,,,,,,
1441,12.008333,0.853865,1.025215,-0.307254,,,,,,,,,,,,,,,,,,,,,
1442,12.016667,0.851724,1.024191,-0.311592,,,,,,,,,,,,,,,,,,,,,
1443,12.025000,0.849220,1.022918,-0.315856,,,,,,,,,,,,,,,,,,,,,
1444,12.033333,0.847176,1.021824,-0.320012,,,,,,,,,,,,,,,,,,,,,
1445,12.041667,0.844989,1.020598,-0.324216,,,,,,,,,,,,,,,,,,,,,
1446,12.050000,0.842219,1.019366,-0.328545,,,,,,,,,,,,,,,,,,,,,
1447,12.058333,0.839767,1.018168,-0.332793,,,,,,,,,,,,,,,,,,,,,
1448,12.066667,0.837098,1.016819,-0.337076,,,,,,,,,,,,,,,,,,,,,
1449,12.075000,0.834276,1.015424,-0.341562,,,,,,,,,,,,,,,,,,,,,
1450,12.083333,0.831672,1.014210,-0.345367,,,,,,,,,,,,,,,,,,,,,
1451,12.091667,0.828835,1.012907,-0.349611,,,,,,,,,,,,,,,,,,,,,
1452,12.100000,0.826056,1.011541,-0.354239,,,,,,,,,,,,,,,,,,,,,
1453,12.108333,0.822595,1.010175,-0.358082,,,,,,,,,,,,,,,,,,,,,
1454,12.116667,0.819998,1.008875,-0.361939,,,,,,,,,,,,,,,,,,,,,
1455,12.125000,0.816461,1.007304,-0.366214,,,,,,,,,,,,,,,,,,,,,
1456,12.133333,0.813403,1.006037,-0.370413,,,,,,,,,,,,,,,,,,,,,
1457,12.141667,0.809850,1.004472,-0.375089,,,,,,,,,,,,,,,,,,,,,
1458,12.150000,0.806950,1.003211,-0.379532,,,,,,,,,,,,,,,,,,,,,
1459,12.158333,0.803263,1.001735,-0.384034,,,,,,,,,,,,,,,,,,,,,
1460,12.166667,0.800063,1.000367,-0.388355,,,,,,,,,,,,,,,,,,,,,
1461,12.175000,0.796379,0.998992,-0.392599,,,,,,,,,,,,,,,,,,,,,
1462,12.183333,0.792757,0.997608,-0.396790,,,,,,,,,,,,,,,,,,,,,
1463,12.191667,0.789334,0.996286,-0.400967,,,,,,,,,,,,,,,,,,,,,
1464,12.200000,0.785572,0.994870,-0.405193,,,,,,,,,,,,,,,,,,,,,
1465,12.208333,0.781717,0.993408,-0.409131,,,,,,,,,,,,,,,,,,,,,
1466,12.216667,0.777762,0.992004,-0.413383,,,,,,,,,,,,,,,,,,,,,
1467,12.225000,0.774238,0.990769,-0.417792,,,,,,,,,,,,,,,,,,,,,
1468,12.233333,0.770405,0.989448,-0.422203,,,,,,,,,,,,,,,,,,,,,
1469,12.241667,0.766379,0.988008,-0.426551,,,,,,,,,,,,,,,,,,,,,
1470,12.250000,0.762394,0.986752,-0.430776,,,,,,,,,,,,,,,,,,,,,
1471,12.258333,0.758263,0.985390,-0.435031,,,,,,,,,,,,,,,,,,,,,
1472,12.266667,0.754072,0.983973,-0.439248,,,,,,,,,,,,,,,,,,,,,
1473,12.275000,0.750050,0.982744,-0.443268,,,,,,,,,,,,,,,,,,,,,
1474,12.283333,0.745688,0.981453,-0.447287,,,,,,,,,,,,,,,,,,,,,
1475,12.291667,0.741600,0.980175,-0.451295,,,,,,,,,,,,,,,,,,,,,
1476,12.300000,0.737172,0.978846,-0.455456,,,,,,,,,,,,,,,,,,,,,
1477,12.308333,0.733088,0.977666,-0.459253,,,,,,,,,,,,,,,,,,,,,
1478,12.316667,0.728618,0.976347,-0.463335,,,,,,,,,,,,,,,,,,,,,
1479,12.325000,0.724434,0.975205,-0.467359,,,,,,,,,,,,,,,,,,,,,
1480,12.333333,0.719861,0.973980,-0.471393,,,,,,,,,,,,,,,,,,,,,
1481,12.341667,0.715343,0.972715,-0.475542,,,,,,,,,,,,,,,,,,,,,
1482,12.350000,0.711051,0.971611,-0.479584,,,,,,,,,,,,,,,,,,,,,
1483,12.358333,0.706584,0.970485,-0.483580,,,,,,,,,,,,,,,,,,,,,
1484,12.366667,0.702065,0.969254,-0.487221,,,,,,,,,,,,,,,,,,,,,
1485,12.375000,0.697520,0.967999,-0.491235,,,,,,,,,,,,,,,,,,,,,
1486,12.383333,0.692772,0.966894,-0.495191,,,,,,,,,,,,,,,,,,,,,
1487,12.391667,0.688338,0.965607,-0.498599,,,,,,,,,,,,,,,,,,,,,
1488,12.400000,0.683595,0.964387,-0.502378,,,,,,,,,,,,,,,,,,,,,
1489,12.408333,0.678986,0.963168,-0.506340,,,,,,,,,,,,,,,,,,,,,
1490,12.416667,0.674248,0.961981,-0.510146,,,,,,,,,,,,,,,,,,,,,
1491,12.425000,0.669610,0.960641,-0.514016,,,,,,,,,,,,,,,,,,,,,
1492,12.433333,0.664818,0.959487,-0.517628,,,,,,,,,,,,,,,,,,,,,
1493,12.441667,0.659886,0.958157,-0.521242,,,,,,,,,,,,,,,,,,,,,
1494,12.450000,0.655063,0.956919,-0.524908,,,,,,,,,,,,,,,,,,,,,
1495,12.458333,0.650518,0.955592,-0.528617,,,,,,,,,,,,,,,,,,,,,
1496,12.466667,0.645611,0.954233,-0.532659,,,,,,,,,,,,,,,,,,,,,
1497,12.475000,0.640809,0.952969,-0.536489,,,,,,,,,,,,,,,,,,,,,
1498,12.483333,0.636102,0.951708,-0.540142,,,,,,,,,,,,,,,,,,,,,
1499,12.491667,0.631191,0.950361,-0.543845,,,,,,,,,,,,,,,,,,,,,
1500,12.500000,0.626168,0.948963,-0.547404,,,,,,,,,,,,,,,,,,,,,
1501,12.508333,0.621403,0.947674,-0.550873,,,,,,,,,,,,,,,,,,,,,
1502,12.516667,0.616585,0.946426,-0.554334,,,,,,,,,,,,,,,,,,,,,
1503,12.525000,0.611592,0.945069,-0.557846,,,,,,,,,,,,,,,,,,,,,
1504,12.533333,0.606784,0.943806,-0.561255,,,,,,,,,,,,,,,,,,,,,
1505,12.541667,0.601623,0.942399,-0.564645,,,,,,,,,,,,,,,,,,,,,
1506,12.550000,0.596704,0.941193,-0.568131,,,,,,,,,,,,,,,,,,,,,
1507,12.558333,0.591810,0.939965,-0.571528,,,,,,,,,,,,,,,,,,,,,
1508,12.566667,0.586876,0.938880,-0.574714,,,,,,,,,,,,,,,,,,,,,
1509,12.575000,0.581731,0.937589,-0.578223,,,,,,,,,,,,,,,,,,,,,
1510,12.583333,0.576788,0.936446,-0.581700,,,,,,,,,,,,,,,,,,,,,
1511,12.591667,0.571994,0.935438,-0.585072,,,,,,,,,,,,,,,,,,,,,
1512,12.600000,0.566993,0.934421,-0.588329,,,,,,,,,,,,,,,,,,,,,
1513,12.608333,0.562205,0.933430,-0.591507,,,,,,,,,,,,,,,,,,,,,
1514,12.616667,0.557201,0.932447,-0.594870,,,,,,,,,,,,,,,,,,,,,
1515,12.625000,0.552374,0.931535,-0.597999,,,,,,,,,,,,,,,,,,,,,
1516,12.633333,0.547518,0.930663,-0.601250,,,,,,,,,,,,,,,,,,,,,
1517,12.641667,0.542759,0.929949,-0.604491,,,,,,,,,,,,,,,,,,,,,
1518,12.650000,0.537869,0.929190,-0.607609,,,,,,,,,,,,,,,,,,,,,
1519,12.658333,0.533025,0.928552,-0.610673,,,,,,,,,,,,,,,,,,,,,
1520,12.666667,0.528200,0.927910,-0.613753,,,,,,,,,,,,,,,,,,,,,
1521,12.675000,0.523378,0.927303,-0.616805,,,,,,,,,,,,,,,,,,,,,
1522,12.683333,0.518486,0.926805,-0.619841,,,,,,,,,,,,,,,,,,,,,
1523,12.691667,0.513776,0.926391,-0.622800,,,,,,,,,,,,,,,,,,,,,
1524,12.700000,0.509016,0.926026,-0.625710,,,,,,,,,,,,,,,,,,,,,
1525,12.708333,0.504242,0.925729,-0.628515,,,,,,,,,,,,,,,,,,,,,
1526,12.716667,0.499399,0.925426,-0.631220,,,,,,,,,,,,,,,,,,,,,
1527,12.725000,0.494779,0.925198,-0.633921,,,,,,,,,,,,,,,,,,,,,
1528,12.733333,0.490097,0.925054,-0.636662,,,,,,,,,,,,,,,,,,,,,
1529,12.741667,0.485480,0.924965,-0.639587,,,,,,,,,,,,,,,,,,,,,
1530,12.750000,0.480875,0.924831,-0.642468,,,,,,,,,,,,,,,,,,,,,
1531,12.758333,0.476268,0.924838,-0.645093,,,,,,,,,,,,,,,,,,,,,
1532,12.766667,0.471684,0.924817,-0.647942,,,,,,,,,,,,,,,,,,,,,
1533,12.775000,0.467099,0.924802,-0.650668,,,,,,,,,,,,,,,,,,,,,
1534,12.783333,0.462694,0.924946,-0.653251,,,,,,,,,,,,,,,,,,,,,
1535,12.791667,0.458329,0.925000,-0.655949,,,,,,,,,,,,,,,,,,,,,
1536,12.800000,0.453723,0.925116,-0.658492,,,,,,,,,,,,,,,,,,,,,
1537,12.808333,0.449630,0.925226,-0.660816,,,,,,,,,,,,,,,,,,,,,
1538,12.816667,0.445060,0.925342,-0.663374,,,,,,,,,,,,,,,,,,,,,
1539,12.825000,0.440983,0.925602,-0.665967,,,,,,,,,,,,,,,,,,,,,
1540,12.833333,0.436639,0.925711,-0.668520,,,,,,,,,,,,,,,,,,,,,
1541,12.841667,0.432369,0.925797,-0.670960,,,,,,,,,,,,,,,,,,,,,
1542,12.850000,0.428099,0.926134,-0.673376,,,,,,,,,,,,,,,,,,,,,
1543,12.858333,0.423874,0.926204,-0.675640,,,,,,,,,,,,,,,,,,,,,
1544,12.866667,0.419799,0.926528,-0.677894,,,,,,,,,,,,,,,,,,,,,
1545,12.875000,0.415606,0.926699,-0.680106,,,,,,,,,,,,,,,,,,,,,
1546,12.883333,0.411521,0.926873,-0.682321,,,,,,,,,,,,,,,,,,,,,
1547,12.891667,0.407644,0.927229,-0.684701,,,,,,,,,,,,,,,,,,,,,
1548,12.900000,0.403664,0.927405,-0.686989,,,,,,,,,,,,,,,,,,,,,
1549,12.908333,0.399850,0.927803,-0.689295,,,,,,,,,,,,,,,,,,,,,
1550,12.916667,0.396056,0.928087,-0.691466,,,,,,,,,,,,,,,,,,,,,
1551,12.925000,0.392074,0.928385,-0.693684,,,,,,,,,,,,,,,,,,,,,
1552,12.933333,0.388193,0.928699,-0.695706,,,,,,,,,,,,,,,,,,,,,
1553,12.941667,0.384413,0.929117,-0.697720,,,,,,,,,,,,,,,,,,,,,
1554,12.950000,0.380673,0.929397,-0.699575,,,,,,,,,,,,,,,,,,,,,
1555,12.958333,0.377075,0.929815,-0.701462,,,,,,,,,,,,,,,,,,,,,
1556,12.966667,0.373550,0.930191,-0.703576,,,,,,,,,,,,,,,,,,,,,
1557,12.975000,0.369676,0.930519,-0.705569,,,,,,,,,,,,,,,,,,,,,
1558,12.983333,0.366304,0.930966,-0.707452,,,,,,,,,,,,,,,,,,,,,
1559,12.991667,0.362822,0.931415,-0.709356,,,,,,,,,,,,,,,,,,,,,
1560,13.000000,0.359370,0.931733,-0.711305,,,,,,,,,,,,,,,,,,,,,
1561,13.008333,0.355868,0.932146,-0.713130,,,,,,,,,,,,,,,,,,,,,
1562,13.016667,0.352613,0.932459,-0.715048,,,,,,,,,,,,,,,,,,,,,
1563,13.025000,0.349352,0.932938,-0.716867,,,,,,,,,,,,,,,,,,,,,
1564,13.033333,0.346017,0.933165,-0.718546,,,,,,,,,,,,,,,,,,,,,
1565,13.041667,0.342685,0.933611,-0.720163,,,,,,,,,,,,,,,,,,,,,
1566,13.050000,0.339515,0.933908,-0.721898,,,,,,,,,,,,,,,,,,,,,
1567,13.058333,0.336224,0.934231,-0.723593,,,,,,,,,,,,,,,,,,,,,
1568,13.066667,0.333037,0.934370,-0.725430,,,,,,,,,,,,,,,,,,,,,
1569,13.075000,0.330064,0.934715,-0.726841,,,,,,,,,,,,,,,,,,,,,
1570,13.083333,0.326938,0.934967,-0.728455,,,,,,,,,,,,,,,,,,,,,
1571,13.091667,0.323650,0.935171,-0.729731,,,,,,,,,,,,,,,,,,,,,
1572,13.100000,0.320672,0.935365,-0.731257,,,,,,,,,,,,,,,,,,,,,
1573,13.108333,0.317590,0.935499,-0.732650,,,,,,,,,,,,,,,,,,,,,
1574,13.116667,0.314430,0.935748,-0.734349,,,,,,,,,,,,,,,,,,,,,
1575,13.125000,0.311266,0.935740,-0.735917,,,,,,,,,,,,,,,,,,,,,
1576,13.133333,0.308535,0.935889,-0.737279,,,,,,,,,,,,,,,,,,,,,
1577,13.141667,0.305639,0.936088,-0.738466,,,,,,,,,,,,,,,,,,,,,
1578,13.150000,0.302602,0.936008,-0.740015,,,,,,,,,,,,,,,,,,,,,
1579,13.158333,0.299800,0.936116,-0.741649,,,,,,,,,,,,,,,,,,,,,
1580,13.166667,0.296833,0.936199,-0.743209,,,,,,,,,,,,,,,,,,,,,
1581,13.175000,0.294056,0.936200,-0.744735,,,,,,,,,,,,,,,,,,,,,
1582,13.183333,0.290905,0.936186,-0.746183,,,,,,,,,,,,,,,,,,,,,
1583,13.191667,0.288275,0.936360,-0.747506,,,,,,,,,,,,,,,,,,,,,
1584,13.200000,0.285362,0.936345,-0.748991,,,,,,,,,,,,,,,,,,,,,
1585,13.208333,0.282623,0.936430,-0.750315,,,,,,,,,,,,,,,,,,,,,
1586,13.216667,0.279604,0.936557,-0.751726,,,,,,,,,,,,,,,,,,,,,
1587,13.225000,0.277072,0.936737,-0.752846,,,,,,,,,,,,,,,,,,,,,
1588,13.233333,0.273894,0.936813,-0.754230,,,,,,,,,,,,,,,,,,,,,
1589,13.241667,0.271137,0.937047,-0.755489,,,,,,,,,,,,,,,,,,,,,
1590,13.250000,0.268286,0.937231,-0.756852,,,,,,,,,,,,,,,,,,,,,
1591,13.258333,0.265441,0.937584,-0.757908,,,,,,,,,,,,,,,,,,,,,
1592,13.266667,0.262472,0.937880,-0.759183,,,,,,,,,,,,,,,,,,,,,
1593,13.275000,0.259795,0.938331,-0.760276,,,,,,,,,,,,,,,,,,,,,
1594,13.283333,0.256812,0.938778,-0.761719,,,,,,,,,,,,,,,,,,,,,
1595,13.291667,0.253970,0.939281,-0.762815,,,,,,,,,,,,,,,,,,,,,
1596,13.300000,0.251022,0.939913,-0.764017,,,,,,,,,,,,,,,,,,,,,
1597,13.308333,0.248225,0.940510,-0.765179,,,,,,,,,,,,,,,,,,,,,
1598,13.316667,0.245140,0.941194,-0.766505,,,,,,,,,,,,,,,,,,,,,
1599,13.325000,0.242475,0.942035,-0.767569,,,,,,,,,,,,,,,,,,,,,
1600,13.333333,0.239570,0.942814,-0.768614,,,,,,,,,,,,,,,,,,,,,
1601,13.341667,0.236690,0.943744,-0.769856,,,,,,,,,,,,,,,,,,,,,
1602,13.350000,0.233826,0.944602,-0.771061,,,,,,,,,,,,,,,,,,,,,
1603,13.358333,0.230720,0.945660,-0.772307,,,,,,,,,,,,,,,,,,,,,
1604,13.366667,0.227876,0.946637,-0.773212,,,,,,,,,,,,,,,,,,,,,
1605,13.375000,0.224969,0.947731,-0.774378,,,,,,,,,,,,,,,,,,,,,
1606,13.383333,0.221839,0.948775,-0.775594,,,,,,,,,,,,,,,,,,,,,
1607,13.391667,0.218370,0.949859,-0.776639,,,,,,,,,,,,,,,,,,,,,
1608,13.400000,0.215927,0.950904,-0.777490,,,,,,,,,,,,,,,,,,,,,
1609,13.408333,0.212484,0.952087,-0.778707,,,,,,,,,,,,,,,,,,,,,
1610,13.416667,0.209521,0.953274,-0.779944,,,,,,,,,,,,,,,,,,,,,
1611,13.425000,0.206596,0.954384,-0.781261,,,,,,,,,,,,,,,,,,,,,
1612,13.433333,0.203532,0.955515,-0.782423,,,,,,,,,,,,,,,,,,,,,
1613,13.441667,0.200177,0.956727,-0.783616,,,,,,,,,,,,,,,,,,,,,
1614,13.450000,0.197281,0.957826,-0.784534,,,,,,,,,,,,,,,,,,,,,
1615,13.458333,0.194011,0.958929,-0.785809,,,,,,,,,,,,,,,,,,,,,
1616,13.466667,0.190773,0.959975,-0.786955,,,,,,,,,,,,,,,,,,,,,
1617,13.475000,0.187889,0.961024,-0.787784,,,,,,,,,,,,,,,,,,,,,
1618,13.483333,0.184558,0.962092,-0.788784,,,,,,,,,,,,,,,,,,,,,
1619,13.491667,0.181240,0.963066,-0.790204,,,,,,,,,,,,,,,,,,,,,
1620,13.500000,0.178083,0.963927,-0.791058,,,,,,,,,,,,,,,,,,,,,
1621,13.508333,0.174772,0.964872,-0.792291,,,,,,,,,,,,,,,,,,,,,
1622,13.516667,0.171173,0.965581,-0.793234,,,,,,,,,,,,,,,,,,,,,
1623,13.525000,0.167899,0.966508,-0.794121,,,,,,,,,,,,,,,,,,,,,
1624,13.533333,0.164514,0.967213,-0.794848,,,,,,,,,,,,,,,,,,,,,
1625,13.541667,0.161213,0.967816,-0.795943,,,,,,,,,,,,,,,,,,,,,
1626,13.550000,0.157392,0.968574,-0.796696,,,,,,,,,,,,,,,,,,,,,
1627,13.558333,0.154086,0.968996,-0.797476,,,,,,,,,,,,,,,,,,,,,
1628,13.566667,0.150406,0.969511,-0.798572,,,,,,,,,,,,,,,,,,,,,
1629,13.575000,0.147018,0.969981,-0.799614,,,,,,,,,,,,,,,,,,,,,
1630,13.583333,0.143526,0.970336,-0.800522,,,,,,,,,,,,,,,,,,,,,
1631,13.591667,0.139961,0.970747,-0.801546,,,,,,,,,,,,,,,,,,,,,
1632,13.600000,0.136502,0.971104,-0.802657,,,,,,,,,,,,,,,,,,,,,
1633,13.608333,0.132618,0.971419,-0.803585,,,,,,,,,,,,,,,,,,,,,
1634,13.616667,0.129172,0.971741,-0.803965,,,,,,,,,,,,,,,,,,,,,
1635,13.625000,0.125473,0.971916,-0.804676,,,,,,,,,,,,,,,,,,,,,
1636,13.633333,0.121700,0.972166,-0.805680,,,,,,,,,,,,,,,,,,,,,
1637,13.641667,0.118236,0.972424,-0.806616,,,,,,,,,,,,,,,,,,,,,
1638,13.650000,0.114253,0.972543,-0.807570,,,,,,,,,,,,,,,,,,,,,
1639,13.658333,0.110733,0.972808,-0.808363,,,,,,,,,,,,,,,,,,,,,
1640,13.666667,0.106884,0.972906,-0.809407,,,,,,,,,,,,,,,,,,,,,
1641,13.675000,0.103011,0.973104,-0.810056,,,,,,,,,,,,,,,,,,,,,
1642,13.683333,0.099079,0.973301,-0.810821,,,,,,,,,,,,,,,,,,,,,
1643,13.691667,0.095176,0.973472,-0.811709,,,,,,,,,,,,,,,,,,,,,
1644,13.700000,0.091407,0.973778,-0.812422,,,,,,,,,,,,,,,,,,,,,
1645,13.708333,0.087660,0.974018,-0.813234,,,,,,,,,,,,,,,,,,,,,
1646,13.716667,0.083608,0.974193,-0.813987,,,,,,,,,,,,,,,,,,,,,
1647,13.725000,0.079811,0.974568,-0.814399,,,,,,,,,,,,,,,,,,,,,
1648,13.733333,0.075865,0.974840,-0.814998,,,,,,,,,,,,,,,,,,,,,
1649,13.741667,0.071847,0.975011,-0.815746,,,,,,,,,,,,,,,,,,,,,
1650,13.750000,0.067861,0.975466,-0.816224,,,,,,,,,,,,,,,,,,,,,
1651,13.758333,0.064133,0.975841,-0.816546,,,,,,,,,,,,,,,,,,,,,
1652,13.766667,0.060033,0.976125,-0.817276,,,,,,,,,,,,,,,,,,,,,
1653,13.775000,0.055815,0.976456,-0.818253,,,,,,,,,,,,,,,,,,,,,
1654,13.783333,0.052274,0.976787,-0.818716,,,,,,,,,,,,,,,,,,,,,
1655,13.791667,0.048060,0.977188,-0.819515,,,,,,,,,,,,,,,,,,,,,
1656,13.800000,0.043910,0.977492,-0.820054,,,,,,,,,,,,,,,,,,,,,
1657,13.808333,0.039962,0.977899,-0.820572,,,,,,,,,,,,,,,,,,,,,
1658,13.816667,0.035898,0.978235,-0.821039,,,,,,,,,,,,,,,,,,,,,
1659,13.825000,0.032107,0.978581,-0.821419,,,,,,,,,,,,,,,,,,,,,
1660,13.833333,0.027697,0.978931,-0.821725,,,,,,,,,,,,,,,,,,,,,
1661,13.841667,0.023582,0.979207,-0.822175,,,,,,,,,,,,,,,,,,,,,
1662,13.850000,0.019762,0.979570,-0.822808,,,,,,,,,,,,,,,,,,,,,
1663,13.858333,0.015572,0.979873,-0.823474,,,,,,,,,,,,,,,,,,,,,
1664,13.866667,0.011643,0.980224,-0.823976,,,,,,,,,,,,,,,,,,,,,
1665,13.875000,0.007716,0.980464,-0.824376,,,,,,,,,,,,,,,,,,,,,
1666,13.883333,0.003457,0.980644,-0.824435,,,,,,,,,,,,,,,,,,,,,
1667,13.891667,-0.000342,0.980934,-0.824638,,,,,,,,,,,,,,,,,,,,,
1668,13.900000,-0.004430,0.981013,-0.825273,,,,,,,,,,,,,,,,,,,,,
1669,13.908333,-0.008417,0.981308,-0.825748,,,,,,,,,,,,,,,,,,,,,
1670,13.916667,-0.012600,0.981306,-0.826101,,,,,,,,,,,,,,,,,,,,,
1671,13.925000,-0.016692,0.981430,-0.826187,,,,,,,,,,,,,,,,,,,,,
1672,13.933333,-0.020759,0.981584,-0.826655,,,,,,,,,,,,,,,,,,,,,
1673,13.941667,-0.025210,0.981555,-0.826885,,,,,,,,,,,,,,,,,,,,,
1674,13.950000,-0.029129,0.981577,-0.827098,,,,,,,,,,,,,,,,,,,,,
1675,13.958333,-0.033132,0.981583,-0.827603,,,,,,,,,,,,,,,,,,,,,
1676,13.966667,-0.037409,0.981555,-0.828083,,,,,,,,,,,,,,,,,,,,,
1677,13.975000,-0.041378,0.981547,-0.828333,,,,,,,,,,,,,,,,,,,,,
1678,13.983333,-0.045671,0.981546,-0.828023,,,,,,,,,,,,,,,,,,,,,
1679,13.991667,-0.049535,0.981610,-0.828131,,,,,,,,,,,,,,,,,,,,,
1680,14.000000,-0.053828,0.981505,-0.828298,,,,,,,,,,,,,,,,,,,,,
1681,14.008333,-0.057932,0.981542,-0.828471,,,,,,,,,,,,,,,,,,,,,
1682,14.016667,-0.062130,0.981546,-0.828575,,,,,,,,,,,,,,,,,,,,,
1683,14.025000,-0.066466,0.981487,-0.828826,,,,,,,,,,,,,,,,,,,,,
1684,14.033333,-0.070409,0.981623,-0.828827,,,,,,,,,,,,,,,,,,,,,
1685,14.041667,-0.074775,0.981630,-0.828985,,,,,,,,,,,,,,,,,,,,,
1686,14.050000,-0.078882,0.981585,-0.828523,,,,,,,,,,,,,,,,,,,,,
1687,14.058333,-0.083226,0.981685,-0.828442,,,,,,,,,,,,,,,,,,,,,
1688,14.066667,-0.087440,0.981762,-0.828388,,,,,,,,,,,,,,,,,,,,,
1689,14.075000,-0.091637,0.981843,-0.828439,,,,,,,,,,,,,,,,,,,,,
1690,14.083333,-0.096166,0.981791,-0.828768,,,,,,,,,,,,,,,,,,,,,
