Format Version,1.23,Take Name,Take 2023-09-07 07.27.12 AM_006,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2023-09-07 08.17.27.226 A. M.,Capture Start Frame,411713,Total Frames in Take,5504,Total Exported Frames,5504,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1916,Unlabeled 1916,Unlabeled 1916,Unlabeled 1917,Unlabeled 1917,Unlabeled 1917,Unlabeled 1918,Unlabeled 1918,Unlabeled 1918,Unlabeled 1919,Unlabeled 1919,Unlabeled 1919,Unlabeled 1920,Unlabeled 1920,Unlabeled 1920,Unlabeled 1921,Unlabeled 1921,Unlabeled 1921,Unlabeled 1922,Unlabeled 1922,Unlabeled 1922,Unlabeled 1923,Unlabeled 1923,Unlabeled 1923
,ID,"CA740","CA740","CA740","CA6F0","CA6F0","CA6F0","CA750","CA750","CA750","CA760","CA760","CA760","CA6B0","CA6B0","CA6B0","CA770","CA770","CA770","CA780","CA780","CA780","CA7A0","CA7A0","CA7A0"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2636,21.966667,0.739674,0.953313,-0.304260,,,,,,,,,,,,,,,,,,,,,
2637,21.975000,0.738344,0.952691,-0.308148,,,,,,,,,,,,,,,,,,,,,
2638,21.983333,0.736693,0.952065,-0.311753,,,,,,,,,,,,,,,,,,,,,
2639,21.991667,0.735008,0.951460,-0.315361,,,,,,,,,,,,,,,,,,,,,
2640,22.000000,0.733503,0.950908,-0.319210,,,,,,,,,,,,,,,,,,,,,
2641,22.008333,0.731837,0.950483,-0.322732,,,,,,,,,,,,,,,,,,,,,
2642,22.016667,0.730229,0.950061,-0.326251,,,,,,,,,,,,,,,,,,,,,
2643,22.025000,0.728611,0.949758,-0.329900,,,,,,,,,,,,,,,,,,,,,
2644,22.033333,0.726906,0.949455,-0.333510,,,,,,,,,,,,,,,,,,,,,
2645,22.041667,0.725158,0.949183,-0.337074,,,,,,,,,,,,,,,,,,,,,
2646,22.050000,0.723653,0.949024,-0.340658,,,,,,,,,,,,,,,,,,,,,
2647,22.058333,0.721995,0.949034,-0.344366,,,,,,,,,,,,,,,,,,,,,
2648,22.066667,0.720219,0.948925,-0.347776,,,,,,,,,,,,,,,,,,,,,
2649,22.075000,0.718745,0.949025,-0.351513,,,,,,,,,,,,,,,,,,,,,
2650,22.083333,0.716861,0.949159,-0.355024,,,,,,,,,,,,,,,,,,,,,
2651,22.091667,0.715155,0.949316,-0.358612,,,,,,,,,,,,,,,,,,,,,
2652,22.100000,0.713470,0.949587,-0.361974,,,,,,,,,,,,,,,,,,,,,
2653,22.108333,0.711696,0.949877,-0.365557,,,,,,,,,,,,,,,,,,,,,
2654,22.116667,0.709919,0.950111,-0.369217,,,,,,,,,,,,,,,,,,,,,
2655,22.125000,0.708150,0.950463,-0.372682,,,,,,,,,,,,,,,,,,,,,
2656,22.133333,0.706296,0.950929,-0.376213,,,,,,,,,,,,,,,,,,,,,
2657,22.141667,0.704620,0.951314,-0.379793,,,,,,,,,,,,,,,,,,,,,
2658,22.150000,0.702735,0.951768,-0.383174,,,,,,,,,,,,,,,,,,,,,
2659,22.158333,0.700752,0.952269,-0.386779,,,,,,,,,,,,,,,,,,,,,
2660,22.166667,0.698863,0.952755,-0.390377,,,,,,,,,,,,,,,,,,,,,
2661,22.175000,0.697115,0.953354,-0.393844,,,,,,,,,,,,,,,,,,,,,
2662,22.183333,0.695129,0.953846,-0.397361,,,,,,,,,,,,,,,,,,,,,
2663,22.191667,0.693289,0.954323,-0.401085,,,,,,,,,,,,,,,,,,,,,
2664,22.200000,0.691438,0.955004,-0.404453,,,,,,,,,,,,,,,,,,,,,
2665,22.208333,0.689436,0.955502,-0.408054,,,,,,,,,,,,,,,,,,,,,
2666,22.216667,0.687402,0.956014,-0.411374,,,,,,,,,,,,,,,,,,,,,
2667,22.225000,0.685399,0.956549,-0.415019,,,,,,,,,,,,,,,,,,,,,
2668,22.233333,0.683551,0.957079,-0.418331,,,,,,,,,,,,,,,,,,,,,
2669,22.241667,0.681350,0.957527,-0.421897,,,,,,,,,,,,,,,,,,,,,
2670,22.250000,0.679347,0.957987,-0.425325,,,,,,,,,,,,,,,,,,,,,
2671,22.258333,0.677142,0.958254,-0.428633,,,,,,,,,,,,,,,,,,,,,
2672,22.266667,0.674917,0.958713,-0.432131,,,,,,,,,,,,,,,,,,,,,
2673,22.275000,0.672705,0.958978,-0.435745,,,,,,,,,,,,,,,,,,,,,
2674,22.283333,0.670722,0.959272,-0.438845,,,,,,,,,,,,,,,,,,,,,
2675,22.291667,0.668837,0.959747,-0.442165,,,,,,,,,,,,,,,,,,,,,
2676,22.300000,0.666475,0.959987,-0.445397,,,,,,,,,,,,,,,,,,,,,
2677,22.308333,0.664325,0.960161,-0.448778,,,,,,,,,,,,,,,,,,,,,
2678,22.316667,0.661937,0.960369,-0.452197,,,,,,,,,,,,,,,,,,,,,
2679,22.325000,0.660029,0.960519,-0.455451,,,,,,,,,,,,,,,,,,,,,
2680,22.333333,0.657719,0.960737,-0.458548,,,,,,,,,,,,,,,,,,,,,
2681,22.341667,0.655558,0.960891,-0.461962,,,,,,,,,,,,,,,,,,,,,
2682,22.350000,0.653354,0.960910,-0.465384,,,,,,,,,,,,,,,,,,,,,
2683,22.358333,0.651064,0.961020,-0.468609,,,,,,,,,,,,,,,,,,,,,
2684,22.366667,0.648668,0.961056,-0.471551,,,,,,,,,,,,,,,,,,,,,
2685,22.375000,0.646252,0.961170,-0.474355,,,,,,,,,,,,,,,,,,,,,
2686,22.383333,0.643880,0.961188,-0.477626,,,,,,,,,,,,,,,,,,,,,
2687,22.391667,0.641453,0.961111,-0.481431,,,,,,,,,,,,,,,,,,,,,
2688,22.400000,0.639156,0.961143,-0.484687,,,,,,,,,,,,,,,,,,,,,
2689,22.408333,0.636889,0.961222,-0.487906,,,,,,,,,,,,,,,,,,,,,
2690,22.416667,0.634181,0.961218,-0.491308,,,,,,,,,,,,,,,,,,,,,
2691,22.425000,0.631907,0.961264,-0.494504,,,,,,,,,,,,,,,,,,,,,
2692,22.433333,0.629218,0.961242,-0.497917,,,,,,,,,,,,,,,,,,,,,
2693,22.441667,0.626960,0.961315,-0.500806,,,,,,,,,,,,,,,,,,,,,
2694,22.450000,0.624172,0.961353,-0.504229,,,,,,,,,,,,,,,,,,,,,
2695,22.458333,0.621697,0.961533,-0.507190,,,,,,,,,,,,,,,,,,,,,
2696,22.466667,0.618910,0.961535,-0.510317,,,,,,,,,,,,,,,,,,,,,
2697,22.475000,0.616572,0.961761,-0.513539,,,,,,,,,,,,,,,,,,,,,
2698,22.483333,0.613861,0.961852,-0.516427,,,,,,,,,,,,,,,,,,,,,
2699,22.491667,0.611273,0.962108,-0.519638,,,,,,,,,,,,,,,,,,,,,
2700,22.500000,0.608440,0.962357,-0.522780,,,,,,,,,,,,,,,,,,,,,
2701,22.508333,0.605782,0.962574,-0.525746,,,,,,,,,,,,,,,,,,,,,
2702,22.516667,0.603105,0.962910,-0.528536,,,,,,,,,,,,,,,,,,,,,
2703,22.525000,0.600137,0.963182,-0.531567,,,,,,,,,,,,,,,,,,,,,
2704,22.533333,0.597492,0.963496,-0.534740,,,,,,,,,,,,,,,,,,,,,
2705,22.541667,0.594646,0.963902,-0.537853,,,,,,,,,,,,,,,,,,,,,
2706,22.550000,0.591894,0.964311,-0.540814,,,,,,,,,,,,,,,,,,,,,
2707,22.558333,0.588980,0.964722,-0.544045,,,,,,,,,,,,,,,,,,,,,
2708,22.566667,0.586193,0.965154,-0.546747,,,,,,,,,,,,,,,,,,,,,
2709,22.575000,0.583265,0.965682,-0.549748,,,,,,,,,,,,,,,,,,,,,
2710,22.583333,0.580411,0.966021,-0.552834,,,,,,,,,,,,,,,,,,,,,
2711,22.591667,0.577526,0.966553,-0.555948,,,,,,,,,,,,,,,,,,,,,
2712,22.600000,0.574540,0.966971,-0.558828,,,,,,,,,,,,,,,,,,,,,
2713,22.608333,0.571521,0.967459,-0.561541,,,,,,,,,,,,,,,,,,,,,
2714,22.616667,0.568450,0.967820,-0.564534,,,,,,,,,,,,,,,,,,,,,
2715,22.625000,0.565610,0.968330,-0.567592,,,,,,,,,,,,,,,,,,,,,
2716,22.633333,0.562425,0.968624,-0.570383,,,,,,,,,,,,,,,,,,,,,
2717,22.641667,0.559402,0.969066,-0.573334,,,,,,,,,,,,,,,,,,,,,
2718,22.650000,0.556281,0.969501,-0.575805,,,,,,,,,,,,,,,,,,,,,
2719,22.658333,0.553407,0.969830,-0.578727,,,,,,,,,,,,,,,,,,,,,
2720,22.666667,0.550271,0.970076,-0.581388,,,,,,,,,,,,,,,,,,,,,
2721,22.675000,0.547014,0.970314,-0.584427,,,,,,,,,,,,,,,,,,,,,
2722,22.683333,0.543738,0.970567,-0.586710,,,,,,,,,,,,,,,,,,,,,
2723,22.691667,0.540649,0.970782,-0.589506,,,,,,,,,,,,,,,,,,,,,
2724,22.700000,0.537391,0.970964,-0.592642,,,,,,,,,,,,,,,,,,,,,
2725,22.708333,0.534262,0.971059,-0.595532,,,,,,,,,,,,,,,,,,,,,
2726,22.716667,0.531154,0.971084,-0.598379,,,,,,,,,,,,,,,,,,,,,
2727,22.725000,0.528062,0.971143,-0.601002,,,,,,,,,,,,,,,,,,,,,
2728,22.733333,0.524816,0.971101,-0.604004,,,,,,,,,,,,,,,,,,,,,
2729,22.741667,0.521369,0.971119,-0.606552,,,,,,,,,,,,,,,,,,,,,
2730,22.750000,0.517814,0.970915,-0.609131,,,,,,,,,,,,,,,,,,,,,
2731,22.758333,0.514792,0.970846,-0.612144,,,,,,,,,,,,,,,,,,,,,
2732,22.766667,0.511381,0.970716,-0.614893,,,,,,,,,,,,,,,,,,,,,
2733,22.775000,0.507813,0.970363,-0.617456,,,,,,,,,,,,,,,,,,,,,
2734,22.783333,0.504673,0.970265,-0.619917,,,,,,,,,,,,,,,,,,,,,
2735,22.791667,0.501193,0.969858,-0.622323,,,,,,,,,,,,,,,,,,,,,
2736,22.800000,0.497919,0.969502,-0.625077,,,,,,,,,,,,,,,,,,,,,
2737,22.808333,0.494576,0.969165,-0.627672,,,,,,,,,,,,,,,,,,,,,
2738,22.816667,0.491302,0.968802,-0.630341,,,,,,,,,,,,,,,,,,,,,
2739,22.825000,0.487861,0.968295,-0.633107,,,,,,,,,,,,,,,,,,,,,
2740,22.833333,0.484444,0.967891,-0.635602,,,,,,,,,,,,,,,,,,,,,
2741,22.841667,0.480936,0.967353,-0.638091,,,,,,,,,,,,,,,,,,,,,
2742,22.850000,0.477646,0.966930,-0.640322,,,,,,,,,,,,,,,,,,,,,
2743,22.858333,0.473913,0.966377,-0.643011,,,,,,,,,,,,,,,,,,,,,
2744,22.866667,0.470546,0.965850,-0.645590,,,,,,,,,,,,,,,,,,,,,
2745,22.875000,0.466928,0.965334,-0.647815,,,,,,,,,,,,,,,,,,,,,
2746,22.883333,0.463367,0.964841,-0.650395,,,,,,,,,,,,,,,,,,,,,
2747,22.891667,0.459908,0.964285,-0.652890,,,,,,,,,,,,,,,,,,,,,
2748,22.900000,0.456505,0.963777,-0.655576,,,,,,,,,,,,,,,,,,,,,
2749,22.908333,0.453263,0.963417,-0.657693,,,,,,,,,,,,,,,,,,,,,
2750,22.916667,0.449653,0.962961,-0.660206,,,,,,,,,,,,,,,,,,,,,
2751,22.925000,0.446207,0.962558,-0.662643,,,,,,,,,,,,,,,,,,,,,
2752,22.933333,0.442732,0.962161,-0.665128,,,,,,,,,,,,,,,,,,,,,
2753,22.941667,0.439356,0.961820,-0.667548,,,,,,,,,,,,,,,,,,,,,
2754,22.950000,0.435908,0.961522,-0.669888,,,,,,,,,,,,,,,,,,,,,
2755,22.958333,0.432640,0.961356,-0.672105,,,,,,,,,,,,,,,,,,,,,
2756,22.966667,0.428873,0.961148,-0.674457,,,,,,,,,,,,,,,,,,,,,
2757,22.975000,0.425457,0.961042,-0.676760,,,,,,,,,,,,,,,,,,,,,
2758,22.983333,0.421918,0.961008,-0.679104,,,,,,,,,,,,,,,,,,,,,
2759,22.991667,0.418442,0.960948,-0.681203,,,,,,,,,,,,,,,,,,,,,
2760,23.000000,0.414928,0.961041,-0.683619,,,,,,,,,,,,,,,,,,,,,
2761,23.008333,0.411628,0.961175,-0.685912,,,,,,,,,,,,,,,,,,,,,
2762,23.016667,0.407983,0.961376,-0.687925,,,,,,,,,,,,,,,,,,,,,
2763,23.025000,0.404565,0.961739,-0.689991,,,,,,,,,,,,,,,,,,,,,
2764,23.033333,0.401085,0.962130,-0.692030,,,,,,,,,,,,,,,,,,,,,
2765,23.041667,0.397641,0.962531,-0.694239,,,,,,,,,,,,,,,,,,,,,
2766,23.050000,0.394117,0.962975,-0.696558,,,,,,,,,,,,,,,,,,,,,
2767,23.058333,0.390802,0.963509,-0.698849,,,,,,,,,,,,,,,,,,,,,
2768,23.066667,0.387225,0.963994,-0.701071,,,,,,,,,,,,,,,,,,,,,
2769,23.075000,0.383653,0.964693,-0.703088,,,,,,,,,,,,,,,,,,,,,
2770,23.083333,0.380132,0.965300,-0.704946,,,,,,,,,,,,,,,,,,,,,
2771,23.091667,0.376651,0.965955,-0.707180,,,,,,,,,,,,,,,,,,,,,
2772,23.100000,0.373121,0.966605,-0.709252,,,,,,,,,,,,,,,,,,,,,
2773,23.108333,0.369498,0.967318,-0.711207,,,,,,,,,,,,,,,,,,,,,
2774,23.116667,0.366105,0.967975,-0.713229,,,,,,,,,,,,,,,,,,,,,
2775,23.125000,0.362503,0.968679,-0.715252,,,,,,,,,,,,,,,,,,,,,
2776,23.133333,0.358933,0.969303,-0.717334,,,,,,,,,,,,,,,,,,,,,
2777,23.141667,0.355412,0.969923,-0.719411,,,,,,,,,,,,,,,,,,,,,
2778,23.150000,0.351748,0.970666,-0.721324,,,,,,,,,,,,,,,,,,,,,
2779,23.158333,0.348257,0.971238,-0.723349,,,,,,,,,,,,,,,,,,,,,
2780,23.166667,0.344699,0.971838,-0.725193,,,,,,,,,,,,,,,,,,,,,
2781,23.175000,0.341017,0.972423,-0.727176,,,,,,,,,,,,,,,,,,,,,
2782,23.183333,0.337449,0.972926,-0.728913,,,,,,,,,,,,,,,,,,,,,
2783,23.191667,0.333720,0.973438,-0.730741,,,,,,,,,,,,,,,,,,,,,
2784,23.200000,0.330329,0.973894,-0.732729,,,,,,,,,,,,,,,,,,,,,
2785,23.208333,0.326620,0.974317,-0.734311,,,,,,,,,,,,,,,,,,,,,
2786,23.216667,0.322934,0.974659,-0.736120,,,,,,,,,,,,,,,,,,,,,
2787,23.225000,0.319100,0.975040,-0.737646,,,,,,,,,,,,,,,,,,,,,
2788,23.233333,0.315447,0.975216,-0.739411,,,,,,,,,,,,,,,,,,,,,
2789,23.241667,0.311731,0.975328,-0.741295,,,,,,,,,,,,,,,,,,,,,
2790,23.250000,0.307928,0.975433,-0.743001,,,,,,,,,,,,,,,,,,,,,
2791,23.258333,0.304210,0.975549,-0.744717,,,,,,,,,,,,,,,,,,,,,
2792,23.266667,0.300357,0.975453,-0.746279,,,,,,,,,,,,,,,,,,,,,
2793,23.275000,0.296472,0.975466,-0.747557,,,,,,,,,,,,,,,,,,,,,
2794,23.283333,0.292594,0.975384,-0.749071,,,,,,,,,,,,,,,,,,,,,
2795,23.291667,0.289104,0.975242,-0.750741,,,,,,,,,,,,,,,,,,,,,
2796,23.300000,0.285061,0.975015,-0.752298,,,,,,,,,,,,,,,,,,,,,
2797,23.308333,0.281139,0.974856,-0.753650,,,,,,,,,,,,,,,,,,,,,
2798,23.316667,0.277279,0.974488,-0.755252,,,,,,,,,,,,,,,,,,,,,
2799,23.325000,0.273397,0.974051,-0.756843,,,,,,,,,,,,,,,,,,,,,
2800,23.333333,0.269439,0.973767,-0.758003,,,,,,,,,,,,,,,,,,,,,
2801,23.341667,0.265441,0.973364,-0.759618,,,,,,,,,,,,,,,,,,,,,
2802,23.350000,0.261369,0.972873,-0.760922,,,,,,,,,,,,,,,,,,,,,
2803,23.358333,0.257356,0.972388,-0.762147,,,,,,,,,,,,,,,,,,,,,
2804,23.366667,0.253396,0.971814,-0.763519,,,,,,,,,,,,,,,,,,,,,
2805,23.375000,0.249327,0.971278,-0.764895,,,,,,,,,,,,,,,,,,,,,
2806,23.383333,0.245089,0.970956,-0.765892,,,,,,,,,,,,,,,,,,,,,
2807,23.391667,0.241075,0.970430,-0.767334,,,,,,,,,,,,,,,,,,,,,
2808,23.400000,0.236943,0.969887,-0.768604,,,,,,,,,,,,,,,,,,,,,
2809,23.408333,0.232966,0.969394,-0.769828,,,,,,,,,,,,,,,,,,,,,
2810,23.416667,0.228747,0.968840,-0.771118,,,,,,,,,,,,,,,,,,,,,
2811,23.425000,0.224622,0.968480,-0.772086,,,,,,,,,,,,,,,,,,,,,
2812,23.433333,0.220431,0.968052,-0.773302,,,,,,,,,,,,,,,,,,,,,
2813,23.441667,0.216112,0.967565,-0.774400,,,,,,,,,,,,,,,,,,,,,
2814,23.450000,0.211750,0.967076,-0.775356,,,,,,,,,,,,,,,,,,,,,
2815,23.458333,0.207684,0.966841,-0.776244,,,,,,,,,,,,,,,,,,,,,
2816,23.466667,0.203287,0.966517,-0.777232,,,,,,,,,,,,,,,,,,,,,
2817,23.475000,0.198999,0.966222,-0.778289,,,,,,,,,,,,,,,,,,,,,
2818,23.483333,0.194693,0.966013,-0.779185,,,,,,,,,,,,,,,,,,,,,
2819,23.491667,0.190480,0.965729,-0.780422,,,,,,,,,,,,,,,,,,,,,
2820,23.500000,0.185839,0.965602,-0.781264,,,,,,,,,,,,,,,,,,,,,
2821,23.508333,0.181462,0.965482,-0.782264,,,,,,,,,,,,,,,,,,,,,
2822,23.516667,0.177121,0.965339,-0.783255,,,,,,,,,,,,,,,,,,,,,
2823,23.525000,0.172723,0.965409,-0.784227,,,,,,,,,,,,,,,,,,,,,
2824,23.533333,0.168374,0.965396,-0.785120,,,,,,,,,,,,,,,,,,,,,
2825,23.541667,0.163919,0.965437,-0.785978,,,,,,,,,,,,,,,,,,,,,
2826,23.550000,0.159442,0.965583,-0.786859,,,,,,,,,,,,,,,,,,,,,
2827,23.558333,0.154985,0.965663,-0.787517,,,,,,,,,,,,,,,,,,,,,
2828,23.566667,0.150486,0.965913,-0.788289,,,,,,,,,,,,,,,,,,,,,
2829,23.575000,0.145946,0.966078,-0.789119,,,,,,,,,,,,,,,,,,,,,
2830,23.583333,0.141465,0.966281,-0.789896,,,,,,,,,,,,,,,,,,,,,
2831,23.591667,0.136853,0.966679,-0.790734,,,,,,,,,,,,,,,,,,,,,
2832,23.600000,0.132314,0.966875,-0.791479,,,,,,,,,,,,,,,,,,,,,
2833,23.608333,0.127604,0.967116,-0.792328,,,,,,,,,,,,,,,,,,,,,
2834,23.616667,0.123202,0.967569,-0.792906,,,,,,,,,,,,,,,,,,,,,
2835,23.625000,0.118833,0.967778,-0.793649,,,,,,,,,,,,,,,,,,,,,
2836,23.633333,0.114077,0.968210,-0.794115,,,,,,,,,,,,,,,,,,,,,
2837,23.641667,0.109633,0.968557,-0.794815,,,,,,,,,,,,,,,,,,,,,
2838,23.650000,0.104977,0.968944,-0.795428,,,,,,,,,,,,,,,,,,,,,
2839,23.658333,0.100485,0.969329,-0.795866,,,,,,,,,,,,,,,,,,,,,
2840,23.666667,0.095897,0.969651,-0.796358,,,,,,,,,,,,,,,,,,,,,
2841,23.675000,0.091223,0.969969,-0.796954,,,,,,,,,,,,,,,,,,,,,
2842,23.683333,0.086669,0.970277,-0.797584,,,,,,,,,,,,,,,,,,,,,
2843,23.691667,0.081636,0.970586,-0.797868,,,,,,,,,,,,,,,,,,,,,
2844,23.700000,0.077639,0.970890,-0.798332,,,,,,,,,,,,,,,,,,,,,
2845,23.708333,0.072647,0.971153,-0.798750,,,,,,,,,,,,,,,,,,,,,
2846,23.716667,0.068392,0.971397,-0.799371,,,,,,,,,,,,,,,,,,,,,
2847,23.725000,0.063639,0.971518,-0.799947,,,,,,,,,,,,,,,,,,,,,
2848,23.733333,0.059309,0.971883,-0.799970,,,,,,,,,,,,,,,,,,,,,
2849,23.741667,0.054564,0.971831,-0.800682,,,,,,,,,,,,,,,,,,,,,
2850,23.750000,0.050152,0.972065,-0.801238,,,,,,,,,,,,,,,,,,,,,
2851,23.758333,0.045572,0.972179,-0.801613,,,,,,,,,,,,,,,,,,,,,
2852,23.766667,0.040809,0.972098,-0.801636,,,,,,,,,,,,,,,,,,,,,
2853,23.775000,0.036357,0.972201,-0.802049,,,,,,,,,,,,,,,,,,,,,
2854,23.783333,0.031634,0.972164,-0.802506,,,,,,,,,,,,,,,,,,,,,
2855,23.791667,0.027148,0.972120,-0.802680,,,,,,,,,,,,,,,,,,,,,
2856,23.800000,0.022496,0.972019,-0.802704,,,,,,,,,,,,,,,,,,,,,
2857,23.808333,0.018174,0.971969,-0.802909,,,,,,,,,,,,,,,,,,,,,
2858,23.816667,0.013508,0.971885,-0.803267,,,,,,,,,,,,,,,,,,,,,
2859,23.825000,0.008889,0.971766,-0.803625,,,,,,,,,,,,,,,,,,,,,
2860,23.833333,0.004485,0.971536,-0.803785,,,,,,,,,,,,,,,,,,,,,
2861,23.841667,0.000018,0.971414,-0.804098,,,,,,,,,,,,,,,,,,,,,
2862,23.850000,-0.004376,0.971195,-0.804163,,,,,,,,,,,,,,,,,,,,,
2863,23.858333,-0.009306,0.971110,-0.804154,,,,,,,,,,,,,,,,,,,,,
2864,23.866667,-0.013401,0.970819,-0.804439,,,,,,,,,,,,,,,,,,,,,
2865,23.875000,-0.017868,0.970635,-0.804675,,,,,,,,,,,,,,,,,,,,,
2866,23.883333,-0.022296,0.970376,-0.804627,,,,,,,,,,,,,,,,,,,,,
2867,23.891667,-0.026760,0.970179,-0.804228,,,,,,,,,,,,,,,,,,,,,
2868,23.900000,-0.031205,0.969867,-0.804185,,,,,,,,,,,,,,,,,,,,,
2869,23.908333,-0.035615,0.969691,-0.804541,,,,,,,,,,,,,,,,,,,,,
2870,23.916667,-0.039830,0.969311,-0.804902,,,,,,,,,,,,,,,,,,,,,
2871,23.925000,-0.044370,0.968905,-0.805354,,,,,,,,,,,,,,,,,,,,,
2872,23.933333,-0.048574,0.968680,-0.805220,,,,,,,,,,,,,,,,,,,,,
2873,23.941667,-0.052933,0.968340,-0.805593,,,,,,,,,,,,,,,,,,,,,
2874,23.950000,-0.057279,0.968064,-0.805406,,,,,,,,,,,,,,,,,,,,,
2875,23.958333,-0.061695,0.967704,-0.805454,,,,,,,,,,,,,,,,,,,,,
2876,23.966667,-0.065971,0.967396,-0.805596,,,,,,,,,,,,,,,,,,,,,
2877,23.975000,-0.070063,0.967164,-0.805135,,,,,,,,,,,,,,,,,,,,,
2878,23.983333,-0.074585,0.966825,-0.804939,,,,,,,,,,,,,,,,,,,,,
2879,23.991667,-0.078812,0.966553,-0.805040,,,,,,,,,,,,,,,,,,,,,
2880,24.000000,-0.082825,0.966345,-0.805037,,,,,,,,,,,,,,,,,,,,,
2881,24.008333,-0.087262,0.966205,-0.805036,,,,,,,,,,,,,,,,,,,,,
2882,24.016667,-0.091428,0.965936,-0.804828,,,,,,,,,,,,,,,,,,,,,
2883,24.025000,-0.095568,0.965883,-0.804790,,,,,,,,,,,,,,,,,,,,,
2884,24.033333,-0.099742,0.965669,-0.804473,,,,,,,,,,,,,,,,,,,,,
2885,24.041667,-0.103970,0.965618,-0.804325,,,,,,,,,,,,,,,,,,,,,
2886,24.050000,-0.108175,0.965460,-0.804052,,,,,,,,,,,,,,,,,,,,,
2887,24.058333,-0.112225,0.965462,-0.803882,,,,,,,,,,,,,,,,,,,,,
2888,24.066667,-0.116552,0.965307,-0.803678,,,,,,,,,,,,,,,,,,,,,
2889,24.075000,-0.120603,0.965360,-0.803533,,,,,,,,,,,,,,,,,,,,,
2890,24.083333,-0.124644,0.965368,-0.803373,,,,,,,,,,,,,,,,,,,,,
2891,24.091667,-0.128866,0.965336,-0.802967,,,,,,,,,,,,,,,,,,,,,
2892,24.100000,-0.133032,0.965257,-0.802519,,,,,,,,,,,,,,,,,,,,,
2893,24.108333,-0.137451,0.965314,-0.802321,,,,,,,,,,,,,,,,,,,,,
2894,24.116667,-0.141650,0.965342,-0.801702,,,,,,,,,,,,,,,,,,,,,
2895,24.125000,-0.145494,0.965339,-0.801440,,,,,,,,,,,,,,,,,,,,,
2896,24.133333,-0.149605,0.965323,-0.801158,,,,,,,,,,,,,,,,,,,,,
2897,24.141667,-0.153768,0.965314,-0.800556,,,,,,,,,,,,,,,,,,,,,
2898,24.150000,-0.157996,0.965313,-0.800107,,,,,,,,,,,,,,,,,,,,,
2899,24.158333,-0.162091,0.965269,-0.799723,,,,,,,,,,,,,,,,,,,,,
2900,24.166667,-0.166199,0.965251,-0.799275,,,,,,,,,,,,,,,,,,,,,
2901,24.175000,-0.170438,0.965209,-0.798778,,,,,,,,,,,,,,,,,,,,,
2902,24.183333,-0.174476,0.965154,-0.798261,,,,,,,,,,,,,,,,,,,,,
2903,24.191667,-0.178601,0.965120,-0.797768,,,,,,,,,,,,,,,,,,,,,
2904,24.200000,-0.182727,0.965088,-0.797141,,,,,,,,,,,,,,,,,,,,,
2905,24.208333,-0.186810,0.965016,-0.796504,,,,,,,,,,,,,,,,,,,,,
2906,24.216667,-0.190847,0.964989,-0.795884,,,,,,,,,,,,,,,,,,,,,
2907,24.225000,-0.195061,0.964900,-0.795303,,,,,,,,,,,,,,,,,,,,,
2908,24.233333,-0.199171,0.964876,-0.794572,,,,,,,,,,,,,,,,,,,,,
2909,24.241667,-0.203078,0.964917,-0.793592,,,,,,,,,,,,,,,,,,,,,
2910,24.250000,-0.207390,0.964865,-0.792814,,,,,,,,,,,,,,,,,,,,,
2911,24.258333,-0.211440,0.964828,-0.791914,,,,,,,,,,,,,,,,,,,,,
2912,24.266667,-0.215430,0.964822,-0.791282,,,,,,,,,,,,,,,,,,,,,
2913,24.275000,-0.219586,0.964877,-0.790459,,,,,,,,,,,,,,,,,,,,,
2914,24.283333,-0.223943,0.964871,-0.789365,,,,,,,,,,,,,,,,,,,,,
2915,24.291667,-0.227917,0.964990,-0.788596,,,,,,,,,,,,,,,,,,,,,
2916,24.300000,-0.232054,0.965038,-0.787606,,,,,,,,,,,,,,,,,,,,,
2917,24.308333,-0.236268,0.965119,-0.786573,,,,,,,,,,,,,,,,,,,,,
2918,24.316667,-0.240364,0.965220,-0.785390,,,,,,,,,,,,,,,,,,,,,
2919,24.325000,-0.244475,0.965481,-0.784135,,,,,,,,,,,,,,,,,,,,,
2920,24.333333,-0.248606,0.965628,-0.783237,,,,,,,,,,,,,,,,,,,,,
2921,24.341667,-0.252844,0.965781,-0.782072,,,,,,,,,,,,,,,,,,,,,
2922,24.350000,-0.256886,0.965915,-0.781021,,,,,,,,,,,,,,,,,,,,,
2923,24.358333,-0.261208,0.966112,-0.779664,,,,,,,,,,,,,,,,,,,,,
2924,24.366667,-0.265166,0.966350,-0.778346,,,,,,,,,,,,,,,,,,,,,
2925,24.375000,-0.269220,0.966578,-0.777151,,,,,,,,,,,,,,,,,,,,,
2926,24.383333,-0.273330,0.966843,-0.775915,,,,,,,,,,,,,,,,,,,,,
2927,24.391667,-0.277516,0.967110,-0.774696,,,,,,,,,,,,,,,,,,,,,
